brand_key,campaign_key,group_key,year,month,impressions,reach,clicks,sales,family,budget,cost,contribution,_merge,matched
dib,6189516 008727,CRM,2023,4,0.0,101359.0,428.0,1349008.0,,,,,left_only,False
dib,6189516 008806,CRM,2023,4,0.0,101279.0,161.0,910428.0,,,,,left_only,False
dib,6189516 009403,CRM,2023,5,0.0,104700.0,41.0,462550.0,,,,,left_only,False
dib,6189516 009432,CRM,2023,5,0.0,101240.0,153.0,1700689.0,,,,,left_only,False
dib,6189516 009519,CRM,2023,5,0.0,104768.0,110.0,59750.0,,,,,left_only,False
dib,6189516 009537,CRM,2023,5,0.0,105126.0,141.0,682509.0,,,,,left_only,False
dib,6189516 009601,CRM,2023,5,0.0,7753.0,0.0,0.0,,,,,left_only,False
dib,6189516 011188,CRM,2023,10,0.0,105162.0,300.0,786223.0,,,,,left_only,False
dib,black week,Retail Display,2025,3,65087.0,0.0,254.0,0.0,,,,,left_only,False
dib,black week,Retail Display,2025,4,67495.0,0.0,270.0,0.0,,,,,left_only,False
dib,cyber day,Retail Display,2024,6,292128.0,0.0,1228.0,0.0,,,,,left_only,False
dib,cyber day,Retail Display,2025,6,108160.0,0.0,447.0,0.0,,,,,left_only,False
dib,cyber monday,Retail Display,2024,9,82982.0,0.0,521.0,0.0,,,,,left_only,False
dib,cyber monday,Retail Display,2024,10,147282.0,0.0,763.0,0.0,,,,,left_only,False
dib,cyber monday,Retail Display,2025,10,73817.0,0.0,238.0,0.0,,,,,left_only,False
dib,jy kiwm5i,CRM,2025,3,0.0,101450.0,734.0,3238235.0,,,,,left_only,False
dib,x2khkfwki,CRM,2025,10,0.0,106156.0,354.0,126920.0,,,,,left_only,False
disney,bts febrero 2026,CRM,2026,2,0.0,202424.0,1030.0,6890596.0,MENAJE,800000.0,76190.0,723810.0,both,True
disney,howcd7uou,CRM,2024,9,0.0,101269.0,427.0,2755776.0,,,,,left_only,False
disney,mwrpzqpfm,CRM,2025,2,0.0,471.0,7.0,2859038.0,,,,,left_only,False
dog chow,4fghjkjad,CRM,2024,6,0.0,96.0,5.0,3146886.0,,,,,left_only,False
dog chow,6189516 009769,CRM,2023,6,0.0,101928.0,65.0,303255.0,,,,,left_only,False
dog chow,kxwmus55g,CRM,2024,5,0.0,63.0,0.0,2018035.0,,,,,left_only,False
dog chow,regalones,Sponsored Products,2024,6,89289.0,0.0,395.0,0.0,,,,,left_only,False
dog chow,regalones,Sponsored Products,2024,7,449442.0,0.0,1190.0,0.0,,,,,left_only,False
doite,olbkpmlrh,CRM,2024,2,0.0,99429.0,564.0,4737151.0,,,,,left_only,False
dr beckmann,6189516 011155,CRM,2023,10,0.0,101007.0,50.0,37620.0,,,,,left_only,False
dr beckmann,aon febrero 2026,Sponsored Products,2026,2,21770.0,0.0,521.0,203857.0,,,,,left_only,False
dr beckmann,aon marzo 2026,Sponsored Products,2026,3,44658.0,0.0,999.0,310180.0,,,,,left_only,False
dr beckmann,aseo,Retail Display,2024,7,50380.0,0.0,193.0,0.0,,,,,left_only,False
dr beckmann,aseo,Retail Display,2024,8,15246.0,0.0,48.0,0.0,,,,,left_only,False
dr beckmann,black friday,Retail Display,2024,11,5835.0,0.0,28.0,0.0,,,,,left_only,False
dr beckmann,black friday,Retail Display,2024,12,193308.0,0.0,382.0,0.0,,,,,left_only,False
dr beckmann,black marzo 2026,CRM,2026,4,0.0,617.0,21.0,4271008.0,,,,,left_only,False
dr beckmann,black week,Sponsored Products,2026,3,14741.0,0.0,412.0,382120.0,,,,,left_only,False
dr beckmann,i0t9yz0qq,CRM,2025,10,0.0,79.0,4.0,530064.0,,,,,left_only,False
dr beckmann,qncysylwn,CRM,2024,7,0.0,399.0,3.0,2529491.0,,,,,left_only,False
dr beckmann,sbsqnuekk,CRM,2025,10,0.0,147.0,13.0,919996.0,,,,,left_only,False
dr beckmann,x5eyjdgn8,CRM,2025,12,0.0,291.0,17.0,1740609.0,,,,,left_only,False
dremel,6189516 009798,CRM,2023,6,0.0,101780.0,149.0,570580.0,,,,,left_only,False
dremel,7mvsu0vsm,CRM,2024,10,0.0,101203.0,1107.0,3111464.0,,,,,left_only,False
dremel,gf81nugx7,CRM,2025,4,0.0,27.0,2.0,1181430.0,,,,,left_only,False
dremel,hjgc8wnzw,CRM,2025,3,0.0,53919.0,398.0,561895.0,,,,,left_only,False
dremel,jotadejuh,CRM,2025,3,0.0,26987.0,343.0,1153522.0,,,,,left_only,False
dremel,tdrkd95el,CRM,2025,1,0.0,101916.0,832.0,956601.0,,,,,left_only,False
dremel,th5kl1yfu,CRM,2025,1,0.0,102071.0,846.0,1451301.0,,,,,left_only,False
drimkip,6189516 002352,CRM,2023,9,0.0,36896.0,7186.0,949676.0,,,,,left_only,False
drimkip,6189516 007688,CRM,2023,1,0.0,42459.0,9603.0,7718995.0,,,,,left_only,False
drimkip,6189516 007734,CRM,2023,1,0.0,101186.0,173.0,3938760.0,,,,,left_only,False
drimkip,6189516 008158,CRM,2023,2,0.0,101279.0,250.0,620940.0,,,,,left_only,False
drimkip,6189516 008231,CRM,2023,2,0.0,49116.0,7768.0,1836830.0,,,,,left_only,False
drimkip,6189516 008717,CRM,2023,3,0.0,100616.0,395.0,3479257.0,,,,,left_only,False
drimkip,6189516 008721,CRM,2023,4,0.0,101275.0,150.0,1006002.0,,,,,left_only,False
drimkip,6189516 008852,CRM,2023,4,0.0,81029.0,86.0,269970.0,,,,,left_only,False
drimkip,6189516 009302,CRM,2023,5,0.0,54026.0,7551.0,2241049.0,,,,,left_only,False
drimkip,6189516 009354,CRM,2023,5,0.0,101202.0,94.0,859880.0,,,,,left_only,False
drimkip,6189516 009401,CRM,2023,5,0.0,105413.0,153.0,1953850.0,,,,,left_only,False
drimkip,6189516 009511,CRM,2023,5,0.0,105527.0,150.0,3245273.0,,,,,left_only,False
drimkip,6189516 009785,CRM,2023,6,0.0,101755.0,105.0,344970.0,,,,,left_only,False
drimkip,6189516 009884,CRM,2023,6,0.0,53872.0,5589.0,528950.0,,,,,left_only,False
drimkip,6189516 009924,CRM,2023,6,0.0,101154.0,109.0,4379372.0,,,,,left_only,False
drimkip,6189516 010133,CRM,2023,7,0.0,101259.0,112.0,769980.0,,,,,left_only,False
drimkip,6189516 010355,CRM,2023,7,0.0,53873.0,5833.0,1098644.0,,,,,left_only,False
drimkip,6189516 010701,CRM,2023,8,0.0,101227.0,140.0,5554183.0,,,,,left_only,False
drimkip,6189516 010810,CRM,2023,8,0.0,53875.0,6013.0,9540437.0,,,,,left_only,False
drimkip,aon abril 2026,Sponsored Products,2026,4,73235.0,0.0,1602.0,2539800.0,,,,,left_only,False
drimkip,aon febrero 2026,CRM,2026,2,0.0,613928.0,0.0,3136200.0,MUEBLES,500000.0,76190.0,423810.0,both,True
drimkip,aon febrero 2026,Sponsored Products,2026,2,76963.0,0.0,1574.0,3084760.0,MUEBLES,750000.0,618000.0,132000.0,both,True
drimkip,aon marzo 2026,Sponsored Products,2026,3,131984.0,0.0,2305.0,5648310.0,MUEBLES,750000.0,618000.0,132000.0,both,True
drimkip,black week,Retail Display,2025,3,100980.0,0.0,400.0,0.0,,,,,left_only,False
drimkip,black week,Retail Display,2025,4,102577.0,0.0,437.0,0.0,,,,,left_only,False
drimkip,cyber day,Retail Display,2025,6,149785.0,0.0,827.0,0.0,,,,,left_only,False
drimkip,dormitorio,Retail Display,2025,1,254809.0,0.0,1049.0,0.0,,,,,left_only,False
drimkip,nacdqibdw,CRM,2025,10,0.0,106385.0,117.0,174960.0,,,,,left_only,False
drimkip,txvz64myx,CRM,2025,6,0.0,40961.0,324.0,595960.0,,,,,left_only,False
drimkip,vnr0ghhu,CRM,2025,10,0.0,106086.0,397.0,242940.0,,,,,left_only,False
drimkip2,6189516 002352,CRM,2023,9,0.0,17637.0,4776.0,0.0,,,,,left_only,False
drl,6189516 008214,CRM,2023,2,0.0,51951.0,76.0,149470.0,,,,,left_only,False
drl,6189516 008215,CRM,2023,2,0.0,51920.0,82.0,218530.0,,,,,left_only,False
drl,6189516 008261,CRM,2023,2,0.0,101734.0,80.0,556884.0,,,,,left_only,False
duraline,nyzvz8dys,CRM,2024,6,0.0,7.0,0.0,28840.0,,,,,left_only,False
duschy,6189516 011187,CRM,2023,10,0.0,89028.0,99.0,846940.0,,,,,left_only,False
dvp,08t1dkhfb,CRM,2024,5,0.0,99873.0,918.0,21720258.0,,,,,left_only,False
dvp,6189516 011008,CRM,2023,9,0.0,102104.0,204.0,12884093.0,,,,,left_only,False
dvp,6189516 011630,CRM,2023,10,0.0,4479.0,0.0,1331871.0,,,,,left_only,False
dvp,6zcc9xg4r,CRM,2024,10,0.0,101917.0,862.0,16159798.0,,,,,left_only,False
dvp,eeubddo a,CRM,2024,11,0.0,2076.0,0.0,330660.0,,,,,left_only,False
dvp,hzhh8kqex,CRM,2024,12,0.0,1032.0,0.0,139020.0,,,,,left_only,False
dvp,izowmehvl,CRM,2024,12,0.0,1007.0,0.0,92090.0,,,,,left_only,False
dvp,lsfeaepqz,CRM,2024,12,0.0,1021.0,0.0,116740.0,,,,,left_only,False
dvp,ndviwt7lf,CRM,2025,9,0.0,27004.0,216.0,8542468.0,,,,,left_only,False
dvp,o0thajcgz,CRM,2025,7,0.0,27041.0,414.0,13535415.0,,,,,left_only,False
dvp,ocr90nde7,CRM,2025,8,0.0,26987.0,285.0,11730813.0,,,,,left_only,False
dvp,p3cw1kbfd,CRM,2024,4,0.0,99963.0,1237.0,24459254.0,,,,,left_only,False
dvp,rh6ek eeg,CRM,2024,12,0.0,1007.0,0.0,505744.0,,,,,left_only,False
dvp,siding,Retail Display,2024,11,36564.0,0.0,60.0,0.0,,,,,left_only,False
dvp,siding,Retail Display,2024,12,88221.0,0.0,149.0,0.0,,,,,left_only,False
dvp,szjxykbtx,CRM,2025,8,0.0,3009.0,0.0,746116.0,,,,,left_only,False
dvp,tpamcrlfj,CRM,2025,9,0.0,2993.0,0.0,1096684.0,,,,,left_only,False
dvp,yk6afngbu,CRM,2024,5,0.0,101290.0,348.0,13082928.0,,,,,left_only,False
eglo,6189516 007745,CRM,2023,1,0.0,52276.0,151.0,865032.0,,,,,left_only,False
eglo,6189516 007746,CRM,2023,1,0.0,51116.0,136.0,384530.0,,,,,left_only,False
electolux,4x3yai3av,CRM,2025,9,0.0,101351.0,595.0,0.0,,,,,left_only,False
electrofensamademsa,,CRM,2025,9,0.0,13231.0,0.0,26767324.0,,,,,left_only,False
electrofensamademsa,,CRM,2025,10,0.0,49096.0,0.0,101314616.0,,,,,left_only,False
electrofensamademsa,,CRM,2025,11,0.0,45043.0,0.0,97486898.0,,,,,left_only,False
electrofensamademsa,,CRM,2025,12,0.0,63696.0,0.0,85271289.0,,,,,left_only,False
electrofensamademsa,,CRM,2026,1,0.0,70283.0,0.0,101924235.0,,,,,left_only,False
electrofensamademsa,,CRM,2026,2,0.0,40319.0,0.0,78387682.0,,,,,left_only,False
electrofensamademsa,,CRM,2026,3,0.0,30755.0,0.0,82624012.0,,,,,left_only,False
electrofensamademsa,,CRM,2026,4,0.0,54032.0,0.0,54701784.0,,,,,left_only,False
electrofensamademsa,,CRM,2026,5,0.0,43666.0,0.0,40015837.0,,,,,left_only,False
electrolux,,CRM,2025,4,0.0,74.0,0.0,446877.0,,,,,left_only,False
electrolux,,CRM,2025,5,0.0,71.0,0.0,653110.0,,,,,left_only,False
electrolux,,CRM,2025,6,0.0,156.0,0.0,1090264.0,,,,,left_only,False
electrolux,,CRM,2025,7,0.0,50.0,0.0,143572.0,,,,,left_only,False
electrolux,3hutdwkwm,CRM,2025,11,0.0,54039.0,183.0,1346840.0,,,,,left_only,False
electrolux,4i30fhsf1,CRM,2025,9,0.0,53933.0,229.0,153970.0,,,,,left_only,False
electrolux,4ixvpznjd,CRM,2025,6,0.0,53731.0,253.0,239990.0,,,,,left_only,False
electrolux,5hbwhifhx,CRM,2025,9,0.0,101337.0,473.0,1416900.0,,,,,left_only,False
electrolux,6189516 010680,CRM,2023,8,0.0,101247.0,144.0,44990.0,,,,,left_only,False
electrolux,8vb4ewtf4,CRM,2024,8,0.0,1.0,0.0,279980.0,,,,,left_only,False
electrolux,9miosrsy3,CRM,2025,2,0.0,7.0,0.0,1840822.0,,,,,left_only,False
electrolux,9x3c5rlwp,CRM,2025,5,0.0,53890.0,305.0,139990.0,,,,,left_only,False
electrolux,ao,Retail Display,2025,7,211541.0,0.0,375.0,0.0,,,,,left_only,False
electrolux,aon electrolux 2025,CRM,2025,12,0.0,256504.0,897.0,6570462.0,ELECTROHOGAR,1780000.0,114286.0,1665714.0,both,True
electrolux,aon febrero electrolux 2026,Google,2026,2,157372.0,0.0,3054.0,6644080.0,ELECTROHOGAR,1099998.0,0.0,1099998.0,both,True
electrolux,aon febrero electrolux 2026,Google,2026,3,371668.0,0.0,7462.0,20686672.0,,,,,left_only,False
electrolux,aon febrero electrolux 2026,Google,2026,5,460394.0,0.0,9574.0,20924133.0,,,,,left_only,False
electrolux,aon febrero electrolux 2026,Meta,2026,2,331991.0,0.0,35729.0,0.0,,,,,left_only,False
electrolux,aon febrero electrolux 2026,Meta,2026,3,138984.0,0.0,17142.0,0.0,,,,,left_only,False
electrolux,aon febrero electrolux 2026,Otros,2026,2,14735.0,0.0,1552.0,867899.0,ELECTROHOGAR,0.0,0.0,0.0,both,True
electrolux,aon febrero electrolux 2026,Otros,2026,3,93775.0,0.0,40042.0,125280268.0,,,,,left_only,False
electrolux,aon febrero electrolux byc 2026,Sponsored Products,2026,2,14522.0,0.0,356.0,259990.0,BANOS Y COCINAS,500000.0,412000.0,88000.0,both,True
electrolux,aon febrero electrolux lb 2026,Sponsored Products,2026,2,54470.0,0.0,1087.0,2608890.0,ELECTROHOGAR,700000.0,576800.0,123200.0,both,True
electrolux,aon marzo electrolux lb 2026,Sponsored Products,2026,3,46190.0,0.0,823.0,3655920.0,ELECTROHOGAR,700000.0,576800.0,123200.0,both,True
electrolux,aon marzo mademsaelectrolux sda 2026,Sponsored Products,2026,3,10844.0,0.0,84.0,0.0,,,,,left_only,False
electrolux,bftwht1sg,CRM,2025,8,0.0,54026.0,234.0,304980.0,,,,,left_only,False
electrolux,black friday,Retail Display,2025,11,111804.0,0.0,439.0,0.0,,,,,left_only,False
electrolux,black friday,Retail Display,2025,12,76550.0,0.0,197.0,0.0,,,,,left_only,False
electrolux,black marzo electrolux 2026,CRM,2026,3,0.0,39.0,2.0,5860940.0,,,,,left_only,False
electrolux,black marzo electrolux 2026,CRM,2026,4,0.0,325788.0,676.0,6259890.0,ELECTROHOGAR,2200000.0,55172.0,2144828.0,both,True
electrolux,black week,Google,2026,3,100633.0,0.0,2502.0,0.0,,,,,left_only,False
electrolux,black week,Google,2026,4,86362.0,0.0,2337.0,3884570.0,,,,,left_only,False
electrolux,black week,Sponsored Products,2026,3,38286.0,0.0,1091.0,9914340.0,,,,,left_only,False
electrolux,blackout,Retail Display,2025,7,10244.0,0.0,66.0,0.0,,,,,left_only,False
electrolux,blackout,Retail Display,2025,8,26054.0,0.0,131.0,0.0,,,,,left_only,False
electrolux,bw96z5e a,CRM,2025,7,0.0,54102.0,226.0,870910.0,,,,,left_only,False
electrolux,cyber day,Retail Display,2025,6,147552.0,0.0,214.0,0.0,,,,,left_only,False
electrolux,cyber monday,Google,2025,10,122463.0,0.0,1596.0,4794931.0,,,,,left_only,False
electrolux,cyber monday,Google,2025,11,40165.0,0.0,670.0,5284280.0,,,,,left_only,False
electrolux,cyber monday,Google,2025,12,87541.0,0.0,1745.0,6242090.0,,,,,left_only,False
electrolux,cyber monday,Retail Display,2025,10,128289.0,0.0,395.0,0.0,,,,,left_only,False
electrolux,debc0vaag,CRM,2025,4,0.0,101166.0,359.0,117970.0,,,,,left_only,False
electrolux,dukqrezxm,CRM,2025,11,0.0,101378.0,484.0,1007925.0,,,,,left_only,False
electrolux,especial empotrados,Retail Display,2024,8,751197.0,0.0,3114.0,0.0,,,,,left_only,False
electrolux,fensa black week,Retail Display,2025,3,55016.0,0.0,236.0,0.0,,,,,left_only,False
electrolux,fensa black week,Retail Display,2025,4,161317.0,0.0,472.0,0.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2024,8,137301.0,0.0,3910.0,42580.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2024,9,179849.0,0.0,2070.0,529980.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2024,10,114604.0,0.0,1719.0,847151.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2024,11,108072.0,0.0,1185.0,625930.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2024,12,79688.0,0.0,1093.0,1607183.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2025,1,40730.0,0.0,729.0,527310.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2025,2,70855.0,0.0,1257.0,157220.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2025,3,303126.0,0.0,4203.0,1367810.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2025,4,107976.0,0.0,1635.0,615555.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2025,5,230217.0,0.0,3179.0,1142001.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2025,6,43100.0,0.0,654.0,0.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2025,7,124243.0,0.0,1856.0,158760.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2025,8,80285.0,0.0,1321.0,265360.0,,,,,left_only,False
electrolux,fensa mademsa,Google,2025,10,159091.0,0.0,2558.0,1675870.0,,,,,left_only,False
electrolux,fifuv5w7w,CRM,2025,1,0.0,19.0,0.0,1778822.0,,,,,left_only,False
electrolux,gp1lrldul,CRM,2025,10,0.0,101185.0,703.0,682980.0,,,,,left_only,False
electrolux,h7 4e0jww,CRM,2024,8,0.0,4713.0,0.0,0.0,,,,,left_only,False
electrolux,hhamcr3di,CRM,2025,3,0.0,3.0,3.0,68965.0,,,,,left_only,False
electrolux,iahkol v1,CRM,2025,8,0.0,216519.0,1012.0,3083899.0,,,,,left_only,False
electrolux,lsspztd6v,CRM,2025,10,0.0,106131.0,158.0,1050391.0,,,,,left_only,False
electrolux,mademsa black week,Retail Display,2025,3,91190.0,0.0,429.0,0.0,,,,,left_only,False
electrolux,mademsa black week,Retail Display,2025,4,277740.0,0.0,877.0,0.0,,,,,left_only,False
electrolux,mekulfoky,CRM,2024,8,0.0,4.0,1.0,373183.0,,,,,left_only,False
electrolux,psfdtvvha,CRM,2025,10,0.0,106338.0,33.0,2013256.0,,,,,left_only,False
electrolux,q16zpnm5o,CRM,2025,5,0.0,101465.0,320.0,1418312.0,,,,,left_only,False
electrolux,rcwpiqxvz,CRM,2025,8,0.0,101322.0,201.0,464374.0,,,,,left_only,False
electrolux,rftkt04xa,CRM,2025,7,0.0,101365.0,384.0,1233715.0,,,,,left_only,False
electrolux,rorajmo0g,CRM,2024,12,0.0,23.0,0.0,5408760.0,,,,,left_only,False
electrolux,semana marca,Retail Display,2024,11,414445.0,0.0,911.0,0.0,,,,,left_only,False
electrolux,semana marca,Retail Display,2025,10,35716.0,0.0,70.0,0.0,,,,,left_only,False
electrolux,semana marca,Retail Display,2025,11,37730.0,0.0,37.0,0.0,,,,,left_only,False
electrolux,tbxfugy f,CRM,2025,6,0.0,53987.0,291.0,195940.0,,,,,left_only,False
electrolux,twiuy z59,CRM,2025,9,0.0,53845.0,224.0,220960.0,,,,,left_only,False
electrolux,x,CRM,2024,10,0.0,48.0,3.0,2234823.0,,,,,left_only,False
electrolux,xgegrdatx,CRM,2024,12,0.0,53905.0,1689.0,736960.0,,,,,left_only,False
electrolux,xgi4hh8qj,CRM,2025,6,0.0,15.0,15.0,648850.0,,,,,left_only,False
electrolux,xiabn8r7q,CRM,2025,8,0.0,54121.0,221.0,620696.0,,,,,left_only,False
electrolux,xw5isueim,CRM,2024,8,0.0,1.0,0.0,69980.0,,,,,left_only,False
electrolux,zflgosr u,CRM,2025,6,0.0,101486.0,456.0,1259290.0,,,,,left_only,False
electrolux,zmjlxjzbx,CRM,2025,11,0.0,101392.0,605.0,2562278.0,,,,,left_only,False
electrolux,zs6stdx3e,CRM,2025,10,0.0,54080.0,158.0,1302061.0,,,,,left_only,False
electrolux fensa,ao,Retail Display,2025,8,102582.0,0.0,159.0,0.0,,,,,left_only,False
electrolux fensa,ao,Retail Display,2025,9,104254.0,0.0,308.0,0.0,,,,,left_only,False
electrolux fensa,black,Retail Display,2024,7,15772.0,0.0,77.0,0.0,,,,,left_only,False
electrolux fensa,black,Retail Display,2024,8,210509.0,0.0,1020.0,0.0,,,,,left_only,False
electrolux fensa,black friday,Retail Display,2024,11,128871.0,0.0,642.0,0.0,,,,,left_only,False
electrolux fensa,black friday,Retail Display,2024,12,150651.0,0.0,549.0,0.0,,,,,left_only,False
electrolux fensa,blackout,Retail Display,2025,7,20045.0,0.0,97.0,0.0,,,,,left_only,False
electrolux fensa,blackout,Retail Display,2025,8,52478.0,0.0,267.0,0.0,,,,,left_only,False
electrolux fensa,cyber day,Meta,2024,6,244293.0,0.0,636.0,0.0,,,,,left_only,False
electrolux fensa,cyber day,Retail Display,2024,6,585817.0,0.0,2008.0,0.0,,,,,left_only,False
electrolux fensa,cyber day,Retail Display,2025,6,95447.0,0.0,421.0,0.0,,,,,left_only,False
electrolux fensa,cyber monday,Retail Display,2024,9,155754.0,0.0,548.0,0.0,,,,,left_only,False
electrolux fensa,cyber monday,Retail Display,2024,10,312439.0,0.0,775.0,0.0,,,,,left_only,False
electrolux fensa,cyber monday,Retail Display,2025,10,164500.0,0.0,426.0,0.0,,,,,left_only,False
electrolux fensa mademsa,semana marca,Retail Display,2025,9,204574.0,0.0,593.0,0.0,,,,,left_only,False
electrolux mademsa,,Retail Display,2024,6,330308.0,0.0,370.0,0.0,,,,,left_only,False
electrolux mademsa,ao,Retail Display,2025,8,102284.0,0.0,197.0,0.0,,,,,left_only,False
electrolux mademsa,ao,Retail Display,2025,9,104120.0,0.0,237.0,0.0,,,,,left_only,False
electrolux mademsa,black,Retail Display,2024,7,16565.0,0.0,78.0,0.0,,,,,left_only,False
electrolux mademsa,black,Retail Display,2024,8,133131.0,0.0,530.0,0.0,,,,,left_only,False
electrolux mademsa,black friday,Retail Display,2024,11,129318.0,0.0,674.0,0.0,,,,,left_only,False
electrolux mademsa,black friday,Retail Display,2024,12,158673.0,0.0,686.0,0.0,,,,,left_only,False
electrolux mademsa,blackout,Retail Display,2025,7,19993.0,0.0,82.0,0.0,,,,,left_only,False
electrolux mademsa,blackout,Retail Display,2025,8,52668.0,0.0,256.0,0.0,,,,,left_only,False
electrolux mademsa,calefont,Retail Display,2024,7,76929.0,0.0,175.0,0.0,,,,,left_only,False
electrolux mademsa,cyber day,Retail Display,2024,6,587428.0,0.0,1932.0,0.0,,,,,left_only,False
electrolux mademsa,cyber day,Retail Display,2025,6,275450.0,0.0,725.0,0.0,,,,,left_only,False
electrolux mademsa,cyber monday,Retail Display,2024,9,189156.0,0.0,964.0,0.0,,,,,left_only,False
electrolux mademsa,cyber monday,Retail Display,2024,10,195880.0,0.0,546.0,0.0,,,,,left_only,False
electrolux mademsa,cyber monday,Retail Display,2025,10,129004.0,0.0,289.0,0.0,,,,,left_only,False
electrolux mademsa fensa,cyber day,Google,2025,6,172613.0,0.0,3235.0,0.0,,,,,left_only,False
elite professional,6189516 011144,CRM,2023,10,0.0,105483.0,168.0,44220.0,,,,,left_only,False
elite professional,6189516 011257,CRM,2023,10,0.0,85460.0,184.0,37150.0,,,,,left_only,False
emaresa stihl,cyber day,Retail Display,2025,6,152571.0,0.0,593.0,0.0,,,,,left_only,False
emaresa stihl,cyber monday,Meta,2025,10,279351.0,0.0,5721.0,0.0,,,,,left_only,False
emaresa stihl trex,aon stihl,Google,2026,4,67561.0,0.0,1883.0,440050.0,,,,,left_only,False
emaresa stihl trex,aon stihl,Google,2026,5,109677.0,0.0,2732.0,96980.0,,,,,left_only,False
emaresa trex,tactico tractores,Google,2026,1,94414.0,0.0,2681.0,4217424.0,,,,,left_only,False
emaresa trex,tractores,Google,2025,11,57864.0,0.0,1487.0,225760.0,,,,,left_only,False
emaresa trex,tractores,Google,2025,12,163565.0,0.0,4877.0,8487362.0,,,,,left_only,False
emaresa trex,tractores,Google,2026,2,150376.0,0.0,4804.0,14010854.0,,,,,left_only,False
emaresa trex,tractores,Google,2026,3,268536.0,0.0,8372.0,12993317.0,,,,,left_only,False
emasa hyundai,cyber day,Retail Display,2025,6,124206.0,0.0,591.0,0.0,,,,,left_only,False
emasa hyundai,cyber monday,Retail Display,2025,10,110086.0,0.0,511.0,0.0,,,,,left_only,False
embramaco,6189516 011905,CRM,2023,11,0.0,101221.0,476.0,703637.0,,,,,left_only,False
embramaco,aon marzo 2026,Sponsored Products,2026,3,110706.0,0.0,2589.0,2127996.0,,,,,left_only,False
embramaco,df6xafm6o,CRM,2025,3,0.0,101599.0,404.0,78980.0,,,,,left_only,False
embramaco,k9ifrvbcu,CRM,2024,1,0.0,99381.0,621.0,1073830.0,,,,,left_only,False
embramaco,q1xxbvcfu,CRM,2025,2,0.0,102248.0,388.0,524654.0,,,,,left_only,False
embramaco,tactico febrero 2026,Sponsored Products,2026,2,181458.0,0.0,2893.0,838984.0,,,,,left_only,False
encuesta agorex,shxwmj90m,CRM,2023,12,0.0,77357.0,161.0,113693.0,,,,,left_only,False
energizer,concurso navidad,Retail Display,2024,11,940825.0,0.0,931.0,0.0,,,,,left_only,False
energizer,concurso navidad,Retail Display,2024,12,742203.0,0.0,884.0,0.0,,,,,left_only,False
epson,tactico epson febrero,CRM,2026,3,0.0,308738.0,0.0,993450.0,,,,,left_only,False
epson,tactico epson febrero,Sponsored Products,2026,2,4258.0,0.0,142.0,675970.0,CASA INTELIGENTE,45714.0,37668.0,8046.0,both,True
epson,tactico epson marzo,CRM,2026,3,0.0,629012.0,0.0,1379940.0,CASA INTELIGENTE,700000.0,53333.0,646667.0,both,True
epson,tactico epson marzo,Sponsored Products,2026,3,47356.0,0.0,1977.0,6288700.0,CASA INTELIGENTE,354285.0,291931.0,62354.0,both,True
ergo,tactico turba febrero 2026,Retail Display,2026,2,46384.0,0.0,41.0,0.0,,,,,left_only,False
ergo,tactico turba febrero 2026,Retail Display,2026,3,107466.0,0.0,108.0,0.0,,,,,left_only,False
essity tork,aon,Meta,2025,6,239917.0,0.0,1207.0,0.0,,,,,left_only,False
essity tork,aon,Meta,2025,10,70749.0,0.0,3447.0,0.0,,,,,left_only,False
essity tork,aon,Meta,2025,11,201968.0,0.0,7989.0,49780.0,,,,,left_only,False
etersol,bnljva3ux,CRM,2024,5,0.0,102201.0,407.0,2499193.0,,,,,left_only,False
exit,aon abril exit 2026,CRM,2026,4,0.0,256113.0,0.0,1357900.0,MUEBLES,1000000.0,27586.0,972414.0,both,True
exit,aon mayo 2026,CRM,2026,5,0.0,258971.0,0.0,280683.0,MUEBLES,0.0,61538.0,-61538.0,both,True
exit,muebles,Sponsored Products,2026,4,82315.0,0.0,645.0,0.0,,,,,left_only,False
fanaloza,8j6sotr2l,CRM,2024,1,0.0,51640.0,292.0,9639789.0,,,,,left_only,False
fanaloza,dadeu5dx1,CRM,2024,1,0.0,101179.0,433.0,15499462.0,,,,,left_only,False
fanaloza,gasfiteria,Retail Display,2025,1,348825.0,0.0,781.0,0.0,,,,,left_only,False
fanaloza,gifjo88zr,CRM,2025,1,0.0,53962.0,816.0,9651464.0,,,,,left_only,False
fanaloza,noppp2vmi,CRM,2024,1,0.0,51645.0,246.0,6592329.0,,,,,left_only,False
fanaloza,uayxrzwgz,CRM,2025,1,0.0,101993.0,595.0,8291909.0,,,,,left_only,False
