brand_key,campaign_key,group_key,year,month,impressions,reach,clicks,sales,family,budget,cost,contribution,_merge,matched
splendid,always on diciembre 2025,CRM,2025,12,0.0,155349.0,191.0,17914488.0,BANOS Y COCINAS,3920000.0,114286.0,3805714.0,both,True
splendid,alyegw3pv,CRM,2025,8,0.0,101278.0,437.0,19270588.0,,,,,left_only,False
splendid,ao,Retail Display,2025,9,821521.0,0.0,1097.0,0.0,,,,,left_only,False
splendid,aon abril rheem chile 2026,CRM,2026,4,0.0,462870.0,446.0,103722833.0,BANOS Y COCINAS,1900000.0,55172.0,1844828.0,both,True
splendid,aon abril rheem chile 2026,Sponsored Products,2026,4,141343.0,0.0,3486.0,33426534.0,BANOS Y COCINAS,1000000.0,824000.0,176000.0,both,True
splendid,aon marzo rheem 2026,CRM,2026,3,0.0,1796052.0,1964.0,399994324.0,BANOS Y COCINAS,1900000.0,106666.0,1793334.0,both,True
splendid,aon marzo rheem 2026,Sponsored Products,2026,3,124383.0,0.0,2675.0,18738587.0,BANOS Y COCINAS,1000000.0,824000.0,176000.0,both,True
splendid,aon mayo rhhem byc2026,CRM,2026,5,0.0,135324.0,414.0,35838650.0,BANOS Y COCINAS,2070000.0,61538.0,2008462.0,both,True
splendid,aon rheem 2026,CRM,2026,1,0.0,202810.0,1270.0,39663054.0,ELECTROHOGAR,1500000.0,55172.0,1444828.0,both,True
splendid,aon rheem febrero 2026,CRM,2026,2,0.0,405164.0,908.0,61471056.0,BANOS Y COCINAS,1500000.0,76190.0,1423810.0,both,True
splendid,aon rheem febrero 2026,Sponsored Products,2026,2,97494.0,0.0,2085.0,18130330.0,BANOS Y COCINAS,500000.0,412000.0,88000.0,both,True
splendid,b61y30ftj,CRM,2025,7,0.0,101541.0,361.0,36462931.0,,,,,left_only,False
splendid,black friday,Retail Display,2024,11,42156.0,0.0,221.0,0.0,,,,,left_only,False
splendid,black friday,Retail Display,2024,12,358768.0,0.0,790.0,0.0,,,,,left_only,False
splendid,black week,Retail Display,2025,3,90338.0,0.0,325.0,0.0,,,,,left_only,False
splendid,black week,Retail Display,2025,4,171617.0,0.0,326.0,0.0,,,,,left_only,False
splendid,black week,Sponsored Products,2026,3,87535.0,0.0,2065.0,20803567.0,,,,,left_only,False
splendid,bombas,Retail Display,2025,1,382422.0,0.0,793.0,0.0,,,,,left_only,False
splendid,bombas,Retail Display,2025,2,248252.0,0.0,568.0,0.0,,,,,left_only,False
splendid,bqumovces,CRM,2024,8,0.0,49364.0,209.0,24280009.0,,,,,left_only,False
splendid,calefont,Retail Display,2025,4,384618.0,0.0,1059.0,0.0,,,,,left_only,False
splendid,ctqhp3jaq,CRM,2024,11,0.0,100698.0,450.0,20502387.0,,,,,left_only,False
splendid,ddemkhpm2,CRM,2024,6,0.0,54058.0,2519.0,30870624.0,,,,,left_only,False
splendid,dgsu4z6mn,CRM,2024,6,0.0,106385.0,186.0,11135137.0,,,,,left_only,False
splendid,drdu1e73b,CRM,2024,6,0.0,54094.0,1539.0,9353677.0,,,,,left_only,False
splendid,e2g7cjqop,CRM,2025,6,0.0,106444.0,171.0,27512324.0,,,,,left_only,False
splendid,fcg8pybxs,CRM,2025,11,0.0,101206.0,375.0,11747923.0,,,,,left_only,False
splendid,fhloioqkr,CRM,2025,3,0.0,101219.0,537.0,22755403.0,,,,,left_only,False
splendid,filtros,Retail Display,2025,5,577.0,0.0,0.0,0.0,,,,,left_only,False
splendid,filtros,Retail Display,2025,6,426326.0,0.0,541.0,0.0,,,,,left_only,False
splendid,filtros,Retail Display,2025,7,202084.0,0.0,332.0,0.0,,,,,left_only,False
splendid,glfakxqd,CRM,2025,10,0.0,20736.0,174.0,5802601.0,,,,,left_only,False
splendid,gmbyll5uw,CRM,2025,12,0.0,101418.0,385.0,11664675.0,,,,,left_only,False
splendid,hlaggtze5,CRM,2025,9,0.0,101274.0,292.0,18452760.0,,,,,left_only,False
splendid,ihgok0nyj,CRM,2025,10,0.0,135.0,135.0,15928810.0,,,,,left_only,False
splendid,iiplqvngy,CRM,2025,10,0.0,79.0,8.0,8678716.0,,,,,left_only,False
splendid,jacllsjbl,CRM,2025,2,0.0,101225.0,513.0,22247916.0,,,,,left_only,False
splendid,kauf4tsyk,CRM,2024,11,0.0,101315.0,410.0,18415927.0,,,,,left_only,False
splendid,lavamanos,Retail Display,2025,5,110530.0,0.0,171.0,0.0,,,,,left_only,False
splendid,lavamanos,Retail Display,2025,6,4872.0,0.0,6.0,0.0,,,,,left_only,False
splendid,ou4hrzve2,CRM,2024,10,0.0,102186.0,544.0,24169596.0,,,,,left_only,False
splendid,ppi,Retail Display,2025,6,88300.0,0.0,139.0,0.0,,,,,left_only,False
splendid,ppi,Retail Display,2025,7,141058.0,0.0,308.0,0.0,,,,,left_only,False
splendid,ps0mfspjv,CRM,2024,11,0.0,101320.0,386.0,23754202.0,,,,,left_only,False
splendid,qlmgpguyw,CRM,2024,1,0.0,101752.0,333.0,17794905.0,,,,,left_only,False
splendid,renovaciones,Retail Display,2025,1,173260.0,0.0,316.0,0.0,,,,,left_only,False
splendid,renovaciones,Retail Display,2025,2,106140.0,0.0,141.0,0.0,,,,,left_only,False
splendid,rotsulunk,CRM,2024,7,0.0,101924.0,320.0,39641523.0,,,,,left_only,False
splendid,ssrfrjcgk,CRM,2025,10,0.0,101343.0,483.0,14405871.0,,,,,left_only,False
splendid,tmu6xz8wb,CRM,2025,2,0.0,101180.0,498.0,18221173.0,,,,,left_only,False
splendid,twt6cidl7,CRM,2025,6,0.0,54145.0,276.0,11581274.0,,,,,left_only,False
splendid,uswo7qq8x,CRM,2025,4,0.0,249.0,5.0,34060588.0,,,,,left_only,False
splendid,vl7gbpdfz,CRM,2025,1,0.0,101305.0,452.0,24178388.0,,,,,left_only,False
splendid,vssdrejdx,CRM,2025,11,0.0,101374.0,636.0,14307533.0,,,,,left_only,False
splendid,vy0rnrdqa,CRM,2025,1,0.0,54030.0,738.0,11761223.0,,,,,left_only,False
splendid,wxxwsjzkb,CRM,2024,12,0.0,53912.0,1880.0,21112517.0,,,,,left_only,False
splendid,x,CRM,2024,9,0.0,101147.0,302.0,65877753.0,,,,,left_only,False
splendid,x,CRM,2024,10,0.0,158471.0,937.0,73338493.0,,,,,left_only,False
splendid,x7pzyp8ke,CRM,2025,8,0.0,54040.0,227.0,8943753.0,,,,,left_only,False
splendid,xkly6ch4u,CRM,2025,1,0.0,101260.0,650.0,25503136.0,,,,,left_only,False
splendid,xt4ymwmjy,CRM,2024,2,0.0,48580.0,4553.0,17097238.0,,,,,left_only,False
splendid,xtsxueinn,CRM,2024,6,0.0,101071.0,380.0,26978581.0,,,,,left_only,False
splendid,y8zsi9uov,CRM,2025,7,0.0,101322.0,435.0,18295366.0,,,,,left_only,False
splendid,yzbioi4vs,CRM,2025,4,0.0,101198.0,617.0,26188125.0,,,,,left_only,False
splendid,zasqfodme,CRM,2024,1,0.0,103433.0,323.0,17117233.0,,,,,left_only,False
splendid,zirmhqpsz,CRM,2024,7,0.0,101351.0,463.0,53926878.0,,,,,left_only,False
splendid rheem,ao,Retail Display,2025,11,199459.0,0.0,231.0,0.0,,,,,left_only,False
splendid rheem,ao,Retail Display,2025,12,166202.0,0.0,171.0,0.0,,,,,left_only,False
splendid rheem,aon marzo rheem 2026,Retail Display,2026,3,153852.0,0.0,187.0,0.0,,,,,left_only,False
splendid rheem,aon rheem 2026,Retail Display,2026,1,115435.0,0.0,207.0,0.0,,,,,left_only,False
splendid rheem,aon rheem febrero 2026,Retail Display,2026,2,115398.0,0.0,51.0,0.0,,,,,left_only,False
splendid rheem,calefont,Retail Display,2025,6,156421.0,0.0,206.0,0.0,,,,,left_only,False
splendid rheem,calefont,Retail Display,2025,7,214859.0,0.0,308.0,0.0,,,,,left_only,False
splendid rheem,calefont ppi,Retail Display,2025,6,59441.0,0.0,78.0,0.0,,,,,left_only,False
stanford,aon enero muebles,Sponsored Products,2026,1,8264.0,0.0,346.0,107980.0,,,,,left_only,False
stanford,aon febrero 2026,Sponsored Products,2026,2,0.0,0.0,0.0,114980.0,,,,,left_only,False
stanford,aon febrero muebles 2026,Sponsored Products,2026,2,6248.0,0.0,109.0,489960.0,,,,,left_only,False
stanford,black week,Sponsored Products,2026,3,1883.0,0.0,33.0,284960.0,,,,,left_only,False
stanley,,CRM,2025,7,0.0,82.0,0.0,227977.0,,,,,left_only,False
stanley,,CRM,2025,8,0.0,464.0,0.0,3117470.0,,,,,left_only,False
stanley,,CRM,2025,9,0.0,511.0,0.0,3888907.0,,,,,left_only,False
stanley,,CRM,2025,10,0.0,1053.0,0.0,4672462.0,,,,,left_only,False
stanley,,CRM,2025,11,0.0,785.0,0.0,5702381.0,,,,,left_only,False
stanley,,CRM,2025,12,0.0,509.0,0.0,3450265.0,,,,,left_only,False
stanley,,CRM,2026,1,0.0,419.0,0.0,1914184.0,,,,,left_only,False
stanley,,CRM,2026,2,0.0,450.0,0.0,1676987.0,,,,,left_only,False
stanley,,CRM,2026,3,0.0,776.0,0.0,4363911.0,,,,,left_only,False
stanley,,CRM,2026,4,0.0,988.0,0.0,3145490.0,,,,,left_only,False
stanley,,CRM,2026,5,0.0,476.0,0.0,2005409.0,,,,,left_only,False
stanley,2iwm2louf,CRM,2024,8,0.0,195.0,11.0,3821562.0,,,,,left_only,False
stanley,3hdtbjpun,CRM,2024,4,0.0,165.0,4.0,2704789.0,,,,,left_only,False
stanley,3jw60weq3,CRM,2024,6,0.0,106112.0,389.0,7014500.0,,,,,left_only,False
stanley,5we3vqee1,CRM,2024,10,0.0,102108.0,720.0,6578224.0,,,,,left_only,False
stanley,6189516 008024,CRM,2023,2,0.0,101228.0,154.0,2918942.0,,,,,left_only,False
stanley,6189516 008411,CRM,2023,3,0.0,101196.0,218.0,6957265.0,,,,,left_only,False
stanley,6189516 008544,CRM,2023,3,0.0,100734.0,147.0,2830770.0,,,,,left_only,False
stanley,6189516 008673,CRM,2023,3,0.0,100508.0,117.0,2450159.0,,,,,left_only,False
stanley,6189516 008913,CRM,2023,4,0.0,101462.0,258.0,4825717.0,,,,,left_only,False
stanley,6189516 009031,CRM,2023,4,0.0,101565.0,68.0,4675967.0,,,,,left_only,False
stanley,6189516 009178,CRM,2023,5,0.0,98453.0,85.0,2850584.0,,,,,left_only,False
stanley,6189516 009378,CRM,2023,5,0.0,98925.0,191.0,6245840.0,,,,,left_only,False
stanley,6189516 009844,CRM,2023,6,0.0,101826.0,165.0,2875917.0,,,,,left_only,False
stanley,6189516 010159,CRM,2023,7,0.0,101096.0,84.0,1284053.0,,,,,left_only,False
stanley,6189516 010529,CRM,2023,8,0.0,101187.0,82.0,4635357.0,,,,,left_only,False
stanley,6189516 011231,CRM,2023,10,0.0,89337.0,142.0,3442835.0,,,,,left_only,False
stanley,6189516 011980,CRM,2023,11,0.0,101213.0,183.0,1608315.0,,,,,left_only,False
stanley,84gcu iwn,CRM,2024,6,0.0,764769.0,20566.0,30731617.0,,,,,left_only,False
stanley,8gmcikf2v,CRM,2024,7,0.0,24285.0,1344.0,9372280.0,,,,,left_only,False
stanley,94ml3y6q2,CRM,2024,8,0.0,370.0,18.0,17132258.0,,,,,left_only,False
stanley,aon trigger,CRM,2025,7,0.0,5470.0,0.0,732281.0,,,,,left_only,False
stanley,aon trigger,CRM,2025,8,0.0,12056.0,0.0,1757712.0,,,,,left_only,False
stanley,aon trigger,CRM,2025,9,0.0,8410.0,0.0,1511835.0,,,,,left_only,False
stanley,aon trigger,CRM,2025,10,0.0,16600.0,0.0,3840680.0,,,,,left_only,False
stanley,aon trigger,CRM,2025,11,0.0,16891.0,0.0,4399814.0,,,,,left_only,False
stanley,aon trigger,CRM,2025,12,0.0,23644.0,0.0,4972357.0,,,,,left_only,False
stanley,aon trigger,CRM,2026,1,0.0,18572.0,0.0,4918487.0,,,,,left_only,False
stanley,aon trigger,CRM,2026,2,0.0,21814.0,0.0,3074664.0,,,,,left_only,False
stanley,aon trigger,CRM,2026,3,0.0,21902.0,0.0,1679361.0,,,,,left_only,False
stanley,aon trigger,CRM,2026,4,0.0,26792.0,0.0,4247006.0,,,,,left_only,False
stanley,aon trigger,CRM,2026,5,0.0,19436.0,0.0,2126644.0,,,,,left_only,False
stanley,bgg0qoxuh,CRM,2024,5,0.0,101241.0,842.0,16670536.0,,,,,left_only,False
stanley,bkgoghi8n,CRM,2024,12,0.0,295.0,5.0,4935512.0,,,,,left_only,False
stanley,delhdb08f,CRM,2024,8,0.0,265.0,19.0,9381196.0,,,,,left_only,False
stanley,eu42oo3gw,CRM,2025,6,0.0,106128.0,489.0,7975802.0,,,,,left_only,False
stanley,fdxp4lieu,CRM,2024,12,0.0,327.0,4.0,5268978.0,,,,,left_only,False
stanley,igznwqqlm,CRM,2025,10,0.0,227.0,8.0,4896855.0,,,,,left_only,False
stanley,iyttkq5xe,CRM,2024,7,0.0,24208.0,1259.0,4803456.0,,,,,left_only,False
stanley,jar66174,CRM,2024,6,0.0,105216.0,562.0,14587515.0,,,,,left_only,False
stanley,kn0q22ang,CRM,2024,2,0.0,101225.0,360.0,4526111.0,,,,,left_only,False
stanley,mqwwjmtxe,CRM,2025,6,0.0,29944.0,324.0,3209977.0,,,,,left_only,False
stanley,puv70awa1,CRM,2024,7,0.0,101777.0,805.0,11170561.0,,,,,left_only,False
stanley,rv0ldwfsl,CRM,2025,4,0.0,29766.0,313.0,5282588.0,,,,,left_only,False
stanley,s4mbmyqe,CRM,2024,6,0.0,101949.0,864.0,8081235.0,,,,,left_only,False
stanley,tuximoitq,CRM,2024,4,0.0,279.0,11.0,4412459.0,,,,,left_only,False
stanley,uiz d xc,CRM,2025,4,0.0,29481.0,404.0,2482602.0,,,,,left_only,False
stanley,uyfszoicv,CRM,2024,7,0.0,326.0,16.0,8323719.0,,,,,left_only,False
stanley,x,CRM,2024,9,0.0,158472.0,3200.0,9849913.0,,,,,left_only,False
stanley,x,CRM,2024,10,0.0,106276.0,790.0,15238965.0,,,,,left_only,False
stanley,xvj9rdtwd,CRM,2024,9,0.0,170.0,7.0,3031979.0,,,,,left_only,False
stanley,xxxxxx,CRM,2024,9,0.0,101510.0,494.0,3673412.0,,,,,left_only,False
stanley,zc702ltrn,CRM,2025,4,0.0,101345.0,752.0,4604760.0,,,,,left_only,False
stanley,ziewzt5gv,CRM,2025,5,0.0,29989.0,240.0,8037223.0,,,,,left_only,False
star capital,piscinas,Retail Display,2024,12,201040.0,0.0,724.0,0.0,,,,,left_only,False
star capital,piscinas,Retail Display,2025,1,56738.0,0.0,304.0,0.0,,,,,left_only,False
starlink,0eijxxmcp,CRM,2024,5,0.0,101311.0,269.0,1956930.0,,,,,left_only,False
starlink,7t9qimdxo,CRM,2024,7,0.0,94298.0,678.0,1010970.0,,,,,left_only,False
starlink,campana starlink,CRM,2026,2,0.0,1186.0,0.0,0.0,,,,,left_only,False
starlink,campana starlink,CRM,2026,3,0.0,978.0,0.0,0.0,,,,,left_only,False
starlink,campana starlink,CRM,2026,4,0.0,511.0,0.0,0.0,,,,,left_only,False
starlink,campana starlink,CRM,2026,5,0.0,368.0,0.0,0.0,,,,,left_only,False
starlink,campana starlink enero,CRM,2026,1,0.0,216116.0,0.0,1347960.0,CASA INTELIGENTE,600000.0,55172.0,544828.0,both,True
starlink,cyber monday,Retail Display,2025,10,146773.0,0.0,394.0,0.0,,,,,left_only,False
starlink,jgbbqeudg,CRM,2025,3,0.0,101151.0,1200.0,2484859.0,,,,,left_only,False
starlink,lcfjzb wb,CRM,2024,6,0.0,106252.0,205.0,269990.0,,,,,left_only,False
stihl,8dfomohwg,CRM,2024,11,0.0,101171.0,686.0,10251776.0,,,,,left_only,False
stihl,acqfery53,CRM,2024,9,0.0,102007.0,384.0,0.0,,,,,left_only,False
stihl,aon enero,CRM,2026,1,0.0,107983.0,12.0,3258680.0,,,,,left_only,False
stihl,aon marzo 2026,Sponsored Products,2026,3,93263.0,0.0,2397.0,18917902.0,JARDIN,500000.0,412000.0,88000.0,both,True
stihl,aon stihl,Google,2026,4,242251.0,0.0,7576.0,11752285.0,,,,,left_only,False
stihl,aon stihl,Google,2026,5,107512.0,0.0,2512.0,1814070.0,,,,,left_only,False
stihl,aon stihl,Sponsored Products,2026,4,51121.0,0.0,1284.0,6433172.0,,,,,left_only,False
stihl,apogu9hxl,CRM,2025,4,0.0,29991.0,161.0,6781756.0,,,,,left_only,False
stihl,black week marzo 2026,CRM,2026,3,0.0,117172.0,346.0,3448905.0,,,,,left_only,False
stihl,esqh3cjrd,CRM,2024,3,0.0,101393.0,492.0,16578529.0,,,,,left_only,False
stihl,jardin fest,Google,2025,4,80319.0,0.0,2364.0,0.0,,,,,left_only,False
stihl,jardin fest,Google,2025,5,22533.0,0.0,566.0,0.0,,,,,left_only,False
stihl,jardin fest,Meta,2025,4,124881.0,0.0,4964.0,0.0,,,,,left_only,False
stihl,jardin fest,Meta,2025,5,25521.0,0.0,1001.0,0.0,,,,,left_only,False
stihl,jardin fest,Retail Display,2025,4,124842.0,0.0,357.0,0.0,,,,,left_only,False
stihl,jardin fest,Retail Display,2025,5,12242.0,0.0,50.0,0.0,,,,,left_only,False
stihl,ojepykjxv,CRM,2025,4,0.0,30031.0,155.0,3273307.0,,,,,left_only,False
stihl,pagy6es k,CRM,2025,6,0.0,106337.0,79.0,4027561.0,,,,,left_only,False
stihl,tactico febrero 2026,Sponsored Products,2026,2,82809.0,0.0,2118.0,16771610.0,JARDIN,800000.0,659200.0,140800.0,both,True
stihl,tublo24xk,CRM,2025,5,0.0,399151.0,1755.0,28307011.0,,,,,left_only,False
stihl trex,jardin,Retail Display,2024,11,115390.0,0.0,285.0,0.0,,,,,left_only,False
stretto,5iaqjualg,CRM,2025,6,0.0,106305.0,147.0,6323706.0,,,,,left_only,False
stretto,6189516 007986,CRM,2023,2,0.0,101400.0,932.0,13032509.0,,,,,left_only,False
stretto,7vboygjet,CRM,2025,3,0.0,101228.0,742.0,23221255.0,,,,,left_only,False
stretto,8qtijaqaq,CRM,2025,1,0.0,101251.0,1084.0,23606476.0,,,,,left_only,False
stretto,aon febrero 2026,Sponsored Products,2026,2,138904.0,0.0,2394.0,3097771.0,BANOS Y COCINAS,200000.0,164800.0,35200.0,both,True
stretto,aon marzo stretto 2026,Sponsored Products,2026,3,87806.0,0.0,1787.0,7053228.0,BANOS Y COCINAS,200000.0,164800.0,35200.0,both,True
stretto,aon stretto,Sponsored Products,2026,4,138676.0,0.0,2493.0,3804271.0,,,,,left_only,False
stretto,black week,Sponsored Products,2026,3,164269.0,0.0,3498.0,14555206.0,,,,,left_only,False
stretto,cyber monday,Retail Display,2024,9,72866.0,0.0,212.0,0.0,,,,,left_only,False
stretto,cyber monday,Retail Display,2024,10,144344.0,0.0,523.0,0.0,,,,,left_only,False
stretto,fhailo8t1,CRM,2025,6,0.0,106284.0,233.0,20902024.0,,,,,left_only,False
stretto,h2vmlu2xo,CRM,2025,10,0.0,101156.0,856.0,11198114.0,,,,,left_only,False
stretto,rlg7lzzcb,CRM,2024,5,0.0,91833.0,460.0,12477970.0,,,,,left_only,False
stretto,rswes2wiu,CRM,2025,10,0.0,106153.0,137.0,6251324.0,,,,,left_only,False
stretto,ufbbyxs1z,CRM,2025,11,0.0,101360.0,871.0,16690528.0,,,,,left_only,False
stretto,umadb1 bw,CRM,2024,6,0.0,106190.0,196.0,2071606.0,,,,,left_only,False
stretto,vhtfbhkd,CRM,2024,6,0.0,106301.0,654.0,27215509.0,,,,,left_only,False
stretto,x,CRM,2024,9,0.0,105891.0,679.0,24007136.0,,,,,left_only,False
stretto,x,CRM,2024,10,0.0,106208.0,199.0,13092461.0,,,,,left_only,False
stretto,yxogxl4hj,CRM,2025,8,0.0,54088.0,231.0,3224543.0,,,,,left_only,False
sumup,6189516 008336,CRM,2023,3,0.0,30541.0,151.0,23990.0,,,,,left_only,False
sumup,6189516 008337,CRM,2023,3,0.0,30606.0,48.0,0.0,,,,,left_only,False
sumup,6189516 008588,CRM,2023,3,0.0,42139.0,4228.0,0.0,,,,,left_only,False
sumup,6189516 008812,CRM,2023,4,0.0,1125967.0,88986.0,29990.0,,,,,left_only,False
sumup,6189516 009449,CRM,2023,5,0.0,103674.0,104.0,21990.0,,,,,left_only,False
sumup,6189516 009520,CRM,2023,5,0.0,98487.0,58.0,0.0,,,,,left_only,False
sumup,6189516 010114,CRM,2023,7,0.0,101224.0,134.0,0.0,,,,,left_only,False
sumup,6189516 010201,CRM,2023,7,0.0,12560.0,0.0,0.0,,,,,left_only,False
sumup,6189516 010412,CRM,2023,8,0.0,102219.0,120.0,59980.0,,,,,left_only,False
sumup,6189516 010871,CRM,2023,9,0.0,12578.0,0.0,0.0,,,,,left_only,False
sumup,6189516 010966,CRM,2023,9,0.0,98910.0,183.0,19990.0,,,,,left_only,False
sumup,6189516 011415,CRM,2023,10,0.0,13522.0,0.0,39980.0,,,,,left_only,False
super ceramica,aon marzo 2026,Sponsored Products,2026,3,63445.0,0.0,848.0,626743.0,,,,,left_only,False
super ceramica,tactico febrero 2026,Sponsored Products,2026,2,75889.0,0.0,454.0,1114250.0,,,,,left_only,False
tajamar,aon tajamar 2026,Retail Display,2026,1,145948.0,0.0,64.0,0.0,PINTURA Y ACCESORIOS,400000.0,320000.0,80000.0,both,True
tajamar,tc,Retail Display,2025,12,8271.0,0.0,3.0,0.0,,,,,left_only,False
tcl,ao,Google,2025,12,100570.0,0.0,1643.0,1768628.0,,,,,left_only,False
tcl,aon tcl 2025,CRM,2025,12,0.0,53939.0,0.0,0.0,ELECTROHOGAR,1500000.0,57143.0,1442857.0,both,True
tcl,aon tcl enero,Google,2026,1,5230.0,0.0,133.0,469980.0,ELECTROHOGAR,22351.0,0.0,22351.0,both,True
teka,,CRM,2026,1,0.0,70.0,0.0,2219830.0,,,,,left_only,False
teka,,CRM,2026,2,0.0,480.0,0.0,13067785.0,,,,,left_only,False
teka,,CRM,2026,3,0.0,608.0,0.0,12602942.0,,,,,left_only,False
teka,,CRM,2026,4,0.0,197.0,0.0,2190513.0,,,,,left_only,False
teka,,Retail Display,2024,12,254198.0,0.0,728.0,0.0,,,,,left_only,False
teka,2cnfswpjh,CRM,2025,6,0.0,106299.0,165.0,4968746.0,,,,,left_only,False
teka,6189516 009406,CRM,2023,5,0.0,105303.0,263.0,7904576.0,,,,,left_only,False
teka,6189516 009517,CRM,2023,5,0.0,100958.0,188.0,4188665.0,,,,,left_only,False
teka,6189516 009528,CRM,2023,5,0.0,105236.0,103.0,2961120.0,,,,,left_only,False
teka,7eqfxsjdr,CRM,2024,12,0.0,102137.0,677.0,6426803.0,,,,,left_only,False
teka,aldiuha4x,CRM,2025,9,0.0,54182.0,230.0,1208961.0,,,,,left_only,False
teka,aon marzo teka byc 2026,Sponsored Products,2026,3,138000.0,0.0,1999.0,10836801.0,BANOS Y COCINAS,500000.0,412000.0,88000.0,both,True
teka,aon marzo teka empotrados 2026,Sponsored Products,2026,3,184794.0,0.0,3499.0,20918200.0,ELECTROHOGAR,1000000.0,824000.0,176000.0,both,True
teka,aon teka 2026,CRM,2026,1,0.0,220020.0,0.0,11655904.0,ELECTROHOGAR,2100000.0,55172.0,2044828.0,both,True
teka,aon teka 2026,CRM,2026,2,0.0,5315.0,0.0,2254024.0,,,,,left_only,False
teka,aon teka 2026,CRM,2026,3,0.0,27686.0,0.0,17083724.0,,,,,left_only,False
teka,aon teka 2026,CRM,2026,4,0.0,7442.0,0.0,3357860.0,,,,,left_only,False
teka,aon teka byc febrero 2026,Sponsored Products,2026,2,140957.0,0.0,1957.0,7288310.0,BANOS Y COCINAS,400000.0,329600.0,70400.0,both,True
teka,aon teka empotrados febrero 2026,Sponsored Products,2026,2,120735.0,0.0,2383.0,13621370.0,ELECTROHOGAR,500000.0,412000.0,88000.0,both,True
teka,aon teka febrero 2026,CRM,2026,2,0.0,738836.0,0.0,32772466.0,ELECTROHOGAR,2100000.0,76190.0,2023810.0,both,True
teka,bd8sg2q2f,CRM,2024,7,0.0,101220.0,722.0,16511072.0,,,,,left_only,False
teka,black marzo teka empotrados 2026,CRM,2026,3,0.0,322197.0,0.0,32671900.0,,,,,left_only,False
teka,black week,Sponsored Products,2026,3,206107.0,0.0,3875.0,22371012.0,,,,,left_only,False
teka,bupey4sc7,CRM,2024,8,0.0,53998.0,1624.0,4801029.0,,,,,left_only,False
teka,byc,Retail Display,2025,12,114492.0,0.0,234.0,0.0,,,,,left_only,False
teka,byc black friday,Retail Display,2025,11,97545.0,0.0,245.0,0.0,,,,,left_only,False
teka,byc black friday,Retail Display,2025,12,9161.0,0.0,24.0,0.0,,,,,left_only,False
teka,byc semana marca,Retail Display,2025,11,120380.0,0.0,272.0,0.0,,,,,left_only,False
teka,clfm7hwvq,CRM,2024,8,0.0,118.0,5.0,17051774.0,,,,,left_only,False
teka,cyber monday,Retail Display,2024,9,35960.0,0.0,131.0,0.0,,,,,left_only,False
teka,cyber monday,Retail Display,2024,10,176612.0,0.0,332.0,0.0,,,,,left_only,False
teka,do6pqa0ge,CRM,2025,10,0.0,22679.0,169.0,2917110.0,,,,,left_only,False
teka,electro black week,Retail Display,2025,3,47910.0,0.0,173.0,0.0,,,,,left_only,False
teka,electro black week,Retail Display,2025,4,144007.0,0.0,234.0,0.0,,,,,left_only,False
teka,electroweek,Retail Display,2025,8,179004.0,0.0,726.0,0.0,,,,,left_only,False
teka,electroweek,Retail Display,2025,9,124160.0,0.0,421.0,0.0,,,,,left_only,False
teka,electroweek marzo 2026,Sponsored Products,2026,2,74515.0,0.0,1140.0,3702790.0,ELECTROHOGAR,500000.0,412000.0,88000.0,both,True
teka,empotrados,Retail Display,2025,12,132298.0,0.0,159.0,0.0,,,,,left_only,False
teka,empotrados black friday,Retail Display,2025,11,64222.0,0.0,277.0,0.0,,,,,left_only,False
teka,empotrados black friday,Retail Display,2025,12,33356.0,0.0,101.0,0.0,,,,,left_only,False
teka,esnbijesh,CRM,2025,11,0.0,53977.0,0.0,2058831.0,,,,,left_only,False
teka,i vknzta5,CRM,2025,11,0.0,101396.0,177.0,5806905.0,,,,,left_only,False
teka,k3vmidp93,CRM,2025,9,0.0,32887.0,220.0,1614920.0,,,,,left_only,False
teka,l0dnqfiul,CRM,2025,11,0.0,101304.0,718.0,4506355.0,,,,,left_only,False
teka,lkxpbm2lv,CRM,2025,11,0.0,475308.0,0.0,26657096.0,,,,,left_only,False
teka,pja0xzn9s,CRM,2024,8,0.0,47.0,7.0,4349160.0,,,,,left_only,False
teka,semana marca,Retail Display,2025,11,125205.0,0.0,476.0,0.0,,,,,left_only,False
teka,semanateka,Retail Display,2025,9,205355.0,0.0,170.0,0.0,,,,,left_only,False
teka,umqghri5x,CRM,2025,1,0.0,101304.0,779.0,8950362.0,,,,,left_only,False
teka,wt8gvyqic,CRM,2025,3,0.0,101201.0,528.0,4156870.0,,,,,left_only,False
teka,x,CRM,2024,9,0.0,106212.0,181.0,8529576.0,,,,,left_only,False
teka,x,CRM,2024,10,0.0,106047.0,154.0,3319279.0,,,,,left_only,False
teka,ywsbjgmjh,CRM,2025,4,0.0,54060.0,348.0,2306170.0,,,,,left_only,False
teka bano,black friday,Retail Display,2024,11,155255.0,0.0,1187.0,0.0,,,,,left_only,False
teka bano,black friday,Retail Display,2024,12,211128.0,0.0,1129.0,0.0,,,,,left_only,False
teka byc,cyber day,Retail Display,2025,6,297798.0,0.0,1294.0,0.0,,,,,left_only,False
teka byc,cyber monday,Retail Display,2025,10,182135.0,0.0,724.0,0.0,,,,,left_only,False
teka electro,cyber monday,Retail Display,2025,10,183043.0,0.0,438.0,0.0,,,,,left_only,False
tenki,6189516 009417,CRM,2023,5,0.0,1121301.0,98203.0,6716785.0,,,,,left_only,False
