original_brand,original_campaign,group_key,year,month,family,budget,sales,match_quality,sample_is_valid,roas
concurso_agorex,tSgt9ClVw,CRM,2025,2,,,0.0,unmatched,False,
concursomascotas,6189516-009960,CRM,2023,6,,,0.0,unmatched,False,
CONTATTO,bts,Sponsored Products,2026,2,,,734970.0,unmatched,False,
contatto-one_sit,bts,Meta,2026,2,,,109990.0,unmatched,False,
contatto-one_sit,bts,Meta,2026,3,,,0.0,unmatched,False,
cordilerra,6189516-009776,CRM,2023,6,,,0.0,unmatched,False,
cordillera,3KSQbcmU7,CRM,2024,4,,,153947895.0,unmatched,False,
cordillera,6189516-007706,CRM,2023,1,,,43772325.0,unmatched,False,
cordillera,6189516-007819,CRM,2023,1,,,23474381.0,unmatched,False,
cordillera,6189516-007912,CRM,2023,1,,,48541696.0,unmatched,False,
cordillera,6189516-008072,CRM,2023,2,,,3799426.0,unmatched,False,
cordillera,6189516-008138,CRM,2023,2,,,5006651.0,unmatched,False,
cordillera,6189516-008207,CRM,2023,2,,,33525445.0,unmatched,False,
cordillera,6189516-008366,CRM,2023,3,,,32565276.0,unmatched,False,
cordillera,6189516-008493,CRM,2023,3,,,25799380.0,unmatched,False,
cordillera,6189516-009247,CRM,2023,5,,,32785553.0,unmatched,False,
cordillera,6189516-009288,CRM,2023,5,,,33908127.0,unmatched,False,
cordillera,6189516-009355,CRM,2023,5,,,18294774.0,unmatched,False,
cordillera,6189516-009438,CRM,2023,5,,,9535785.0,unmatched,False,
cordillera,6189516-009776,CRM,2023,6,,,16834092.0,unmatched,False,
cordillera,6189516-010628,CRM,2023,8,,,11210692.0,unmatched,False,
cordillera,6189516-010640,CRM,2023,8,,,23722989.0,unmatched,False,
cordillera,6189516-010714,CRM,2023,8,,,209077180.0,unmatched,False,
cordillera,6189516-010737,CRM,2023,8,,,19099878.0,unmatched,False,
cordillera,6189516-010826,CRM,2023,8,,,47165706.0,unmatched,False,
cordillera,6189516-010906,CRM,2023,9,,,26725934.0,unmatched,False,
cordillera,6189516-011046,CRM,2023,9,,,17209875.0,unmatched,False,
cordillera,6189516-011119,CRM,2023,9,,,31612707.0,unmatched,False,
cordillera,6189516-011255,CRM,2023,9,,,38142516.0,unmatched,False,
cordillera,6189516-011292,CRM,2023,9,,,21823289.0,unmatched,False,
cordillera,6189516-011535,CRM,2023,10,,,26468835.0,unmatched,False,
cordillera,6189516-011804,CRM,2023,11,,,9406463.0,unmatched,False,
cordillera,6189516-011808,CRM,2023,11,,,16697007.0,unmatched,False,
cordillera,6189516-011888,CRM,2023,11,,,73020988.0,unmatched,False,
cordillera,6189516-011949,CRM,2023,11,,,37224805.0,unmatched,False,
cordillera,6189516-012310,CRM,2023,12,,,9570152.0,unmatched,False,
cordillera,6RvotCSAX,CRM,2025,2,PISOS Y MUROS,1600000.0,47438501.0,probable,True,29.649063125
cordillera,A6dv1R8RX,CRM,2024,11,,,23008597.0,unmatched,False,
cordillera,a8A-KysZA,CRM,2024,11,,,1967943.0,unmatched,False,
cordillera,a97tJ5gke,CRM,2024,2,,,25812983.0,unmatched,False,
cordillera,b3z4Dj8dv,CRM,2024,11,,,187898654.0,unmatched,False,
CORDILLERA,black_week,Sponsored Products,2026,3,,,12548174.0,unmatched,False,
cordillera,BP8QCIRIQ,CRM,2025,2,PISOS Y MUROS,1600000.0,23059223.0,probable,True,14.412014375
cordillera,CcSnCHX-4,CRM,2024,5,,,21019258.0,unmatched,False,
cordillera,cyber_monday,Retail Display,2024,9,,,0.0,unmatched,False,
cordillera,cyber_monday,Retail Display,2024,10,,,0.0,unmatched,False,
cordillera,D3tzcHKRk,CRM,2024,6,,,20592837.0,unmatched,False,
cordillera,dU2UDbX5b,CRM,2024,9,,,15923767.0,unmatched,False,
cordillera,dwoQquYOk,CRM,2024,10,,,18855585.0,unmatched,False,
cordillera,GATHO3lfB,CRM,2024,6,,,10595811.0,unmatched,False,
cordillera,hCtwouN1b,CRM,2024,12,,,93095646.0,unmatched,False,
cordillera,iDFD3E-vT,CRM,2024,8,,,19750358.0,unmatched,False,
cordillera,lCKNTrT5U,CRM,2024,3,,,53906780.0,unmatched,False,
cordillera,MtHLLuQ5y,CRM,2024,8,,,21010587.0,unmatched,False,
cordillera,MWwg2u6cX,CRM,2024,12,,,12975139.0,unmatched,False,
cordillera,P6BprznIV,CRM,2024,5,,,12755333.0,unmatched,False,
cordillera,pEGLP4wbW,CRM,2024,12,,,13497782.0,unmatched,False,
cordillera,piyD2Ht3g,CRM,2025,2,PISOS Y MUROS,1600000.0,642521.0,probable,True,0.401575625
cordillera,RdjU9ev8J,CRM,2024,10,,,12457594.0,unmatched,False,
cordillera,rkiOX0Pyp,CRM,2024,10,,,14213925.0,unmatched,False,
cordillera,SLUfG7wbc,CRM,2024,8,,,19169196.0,unmatched,False,
cordillera,vD65nES1d,CRM,2025,1,PISOS Y MUROS,600000.0,27694553.0,probable,True,46.15758833333334
cordillera,vFag3YueG,CRM,2024,5,,,23105354.0,unmatched,False,
cordillera,X,CRM,2024,9,,,79598168.0,unmatched,False,
cordillera,X,CRM,2024,10,,,13856585.0,unmatched,False,
cordillera,xZuLf64Rq,CRM,2024,3,,,42174819.0,unmatched,False,
cordillera,YJ6wasb2T,CRM,2024,12,,,122378817.0,unmatched,False,
cordillera,ZrrnKMBpP,CRM,2024,1,,,26278514.0,unmatched,False,
cordillera,zXEwE1k3X,CRM,2024,8,,,22879251.0,unmatched,False,
corona,,Retail Display,2025,1,,,0.0,unmatched,False,
corona,6189516-011368,CRM,2023,10,,,3758776.0,unmatched,False,
corona,6JbbgwJqt,CRM,2025,1,,,2969466.0,unmatched,False,
corona,BaOTTYmol,CRM,2025,1,,,863460.0,unmatched,False,
corona,cyber_day,Retail Display,2025,6,,,0.0,unmatched,False,
corona,ebFCekbh9,CRM,2024,11,,,2201420.0,unmatched,False,
countach-meguiars,sobre_ruedas,Retail Display,2025,1,,,0.0,unmatched,False,
countach-meguiars,sobre_ruedas,Retail Display,2025,2,,,0.0,unmatched,False,
crest,6189516-010237,CRM,2023,7,,,4327646.0,unmatched,False,
CRISTOFOLETTI,aon_marzo_2026,Sponsored Products,2026,3,,,1472899.0,unmatched,False,
CRISTOFOLETTI,tactico_febrero_2026,Sponsored Products,2026,2,,,918839.0,unmatched,False,
decogreen,LLoEXTDDf,CRM,2024,5,,,518740.0,unmatched,False,
derco,auto_day,Retail Display,2024,9,,,0.0,unmatched,False,
derco,cyber_monday,Retail Display,2024,9,,,0.0,unmatched,False,
derco,cyber_monday,Retail Display,2024,10,,,0.0,unmatched,False,
derco,sobre_ruedas,Retail Display,2025,1,,,0.0,unmatched,False,
derco,sobre_ruedas,Retail Display,2025,2,,,0.0,unmatched,False,
derco-hankook,cyber_day,Retail Display,2025,6,,,0.0,unmatched,False,
derco-hankook_austone,autoday,Retail Display,2025,9,,,0.0,unmatched,False,
dewalt,,CRM,2025,7,,,2194084.0,unmatched,False,
dewalt,,CRM,2025,8,,,10709597.0,unmatched,False,
dewalt,,CRM,2025,9,,,9121650.0,unmatched,False,
dewalt,,CRM,2025,10,,,24296095.0,unmatched,False,
dewalt,,CRM,2025,11,,,11224905.0,unmatched,False,
dewalt,,CRM,2025,12,,,8923366.0,unmatched,False,
dewalt,,CRM,2026,1,,,7090341.0,unmatched,False,
dewalt,,CRM,2026,2,,,9073420.0,unmatched,False,
dewalt,,CRM,2026,3,,,34630321.0,unmatched,False,
dewalt,,CRM,2026,4,,,34959409.0,unmatched,False,
dewalt,,CRM,2026,5,,,6447502.0,unmatched,False,
dewalt,1OiuWF5mm,CRM,2025,3,,,7682147.0,unmatched,False,
dewalt,2IwM2LoUF,CRM,2024,8,,,9459388.0,unmatched,False,
dewalt,3HDTBjpUn,CRM,2024,4,,,3320983.0,unmatched,False,
dewalt,3jW60WEQ3,CRM,2024,6,,,8190433.0,unmatched,False,
dewalt,5wE3Vqee1,CRM,2024,10,,,11416399.0,unmatched,False,
dewalt,6189516-008001,CRM,2023,2,,,2600083.0,unmatched,False,
dewalt,6189516-008438,CRM,2023,3,,,17470568.0,unmatched,False,
dewalt,6189516-008578,CRM,2023,3,,,7493042.0,unmatched,False,
dewalt,6189516-008579,CRM,2023,3,,,2109797.0,unmatched,False,
dewalt,6189516-008580,CRM,2023,3,,,1052322.0,unmatched,False,
dewalt,6189516-008702,CRM,2023,3,,,2225390.0,unmatched,False,
dewalt,6189516-008866,CRM,2023,4,,,4788875.0,unmatched,False,
dewalt,6189516-009049,CRM,2023,4,,,3596330.0,unmatched,False,
dewalt,6189516-009171,CRM,2023,5,,,3321340.0,unmatched,False,
dewalt,6189516-009264,CRM,2023,5,,,4890644.0,unmatched,False,
dewalt,6189516-009404,CRM,2023,5,,,4266415.0,unmatched,False,
dewalt,6189516-009525,CRM,2023,5,,,13016399.0,unmatched,False,
dewalt,6189516-009612,CRM,2023,5,,,2362614.0,unmatched,False,
dewalt,6189516-009673,CRM,2023,6,,,9053755.0,unmatched,False,
dewalt,6189516-010121,CRM,2023,7,,,1519790.0,unmatched,False,
dewalt,6189516-010122,CRM,2023,7,,,2260890.0,unmatched,False,
dewalt,6189516-010520,CRM,2023,8,,,4590132.0,unmatched,False,
dewalt,6189516-011105,CRM,2023,9,,,6838116.0,unmatched,False,
dewalt,6189516-011149,CRM,2023,10,,,3065958.0,unmatched,False,
dewalt,6189516-011367,CRM,2023,10,,,2466439.0,unmatched,False,
dewalt,6189516-011517,CRM,2023,10,,,9357103.0,unmatched,False,
dewalt,6189516-011979,CRM,2023,11,,,18299000.0,unmatched,False,
dewalt,84Gcu-iWN,CRM,2024,6,,,46798159.0,unmatched,False,
dewalt,8GmCiKf2V,CRM,2024,7,,,15800308.0,unmatched,False,
dewalt,94mL3Y6q2,CRM,2024,8,,,31723998.0,unmatched,False,
dewalt,aon_trigger,CRM,2025,7,,,2604171.0,unmatched,False,
dewalt,aon_trigger,CRM,2025,8,,,6193419.0,unmatched,False,
dewalt,aon_trigger,CRM,2025,9,,,7029188.0,unmatched,False,
dewalt,aon_trigger,CRM,2025,10,,,20452653.0,unmatched,False,
dewalt,aon_trigger,CRM,2025,11,,,4991199.0,unmatched,False,
dewalt,aon_trigger,CRM,2025,12,,,1719965.0,unmatched,False,
dewalt,aon_trigger,CRM,2026,1,,,1814042.0,unmatched,False,
dewalt,aon_trigger,CRM,2026,2,,,693763.0,unmatched,False,
dewalt,aon_trigger,CRM,2026,3,,,17838579.0,unmatched,False,
dewalt,aon_trigger,CRM,2026,4,,,10914419.0,unmatched,False,
dewalt,aon_trigger,CRM,2026,5,,,3844905.0,unmatched,False,
dewalt,AZ4VECghQ,CRM,2024,10,,,18153201.0,unmatched,False,
dewalt,bGg0QOxUh,CRM,2024,5,,,23298737.0,unmatched,False,
dewalt,bkgoghi8N,CRM,2024,12,,,5501987.0,unmatched,False,
dewalt,cNXgpL8LN,CRM,2025,6,,,10252502.0,unmatched,False,
dewalt,DelHdb08F,CRM,2024,8,,,20853492.0,unmatched,False,
dewalt,FDxP4lIEu,CRM,2024,12,,,10701651.0,unmatched,False,
dewalt,I8N3kRtIE,CRM,2025,10,,,6131791.0,unmatched,False,
dewalt,IGzNWQqlM,CRM,2025,10,,,22854272.0,unmatched,False,
dewalt,IYTtkq5xe,CRM,2024,7,,,14768364.0,unmatched,False,
dewalt,-jAr66174,CRM,2024,6,,,24233797.0,unmatched,False,
dewalt,MqwwjmTXe,CRM,2025,6,,,8296628.0,unmatched,False,
dewalt,PuV70AwA1,CRM,2024,7,,,23806315.0,unmatched,False,
dewalt,rv0LDwfSl,CRM,2025,4,,,8922464.0,unmatched,False,
dewalt,s4mBMyQE-,CRM,2024,6,,,10329275.0,unmatched,False,
dewalt,Sow3eKeEZ,CRM,2024,4,,,17802124.0,unmatched,False,
dewalt,TuXImOitq,CRM,2024,4,,,8718708.0,unmatched,False,
dewalt,uIz-d--xC,CRM,2025,4,,,5099745.0,unmatched,False,
dewalt,uyfSZoICV,CRM,2024,7,,,16212986.0,unmatched,False,
dewalt,wnWa-uzOQ,CRM,2025,10,,,10983290.0,unmatched,False,
dewalt,X,CRM,2024,9,,,25219488.0,unmatched,False,
dewalt,X,CRM,2024,10,,,44145288.0,unmatched,False,
dewalt,XvJ9rdTwd,CRM,2024,9,,,4880091.0,unmatched,False,
dewalt,XXXXXX,CRM,2024,9,,,8651795.0,unmatched,False,
dewalt,zC702ltrn,CRM,2025,4,,,8784048.0,unmatched,False,
dewalt,ZIeWzT5gv,CRM,2025,5,,,17835336.0,unmatched,False,
dib,6189516-007890,CRM,2023,1,,,851062.0,unmatched,False,
dib,6189516-008165,CRM,2023,2,,,868424.0,unmatched,False,
dib,6189516-008376,CRM,2023,3,,,375310.0,unmatched,False,
dib,6189516-008378,CRM,2023,3,,,67344.0,unmatched,False,
dib,6189516-008380,CRM,2023,3,,,113446.0,unmatched,False,
dib,6189516-008519,CRM,2023,3,,,969996.0,unmatched,False,
dib,6189516-008718,CRM,2023,3,,,554220.0,unmatched,False,
dib,6189516-008727,CRM,2023,4,,,1349008.0,unmatched,False,
dib,6189516-008806,CRM,2023,4,,,910428.0,unmatched,False,
dib,6189516-009403,CRM,2023,5,,,462550.0,unmatched,False,
dib,6189516-009432,CRM,2023,5,,,1700689.0,unmatched,False,
dib,6189516-009519,CRM,2023,5,,,59750.0,unmatched,False,
dib,6189516-009537,CRM,2023,5,,,682509.0,unmatched,False,
dib,6189516-009601,CRM,2023,5,,,0.0,unmatched,False,
dib,6189516-011188,CRM,2023,10,,,786223.0,unmatched,False,
dib,black_week,Retail Display,2025,3,DECORACION,200000.0,0.0,probable,True,0.0
dib,black_week,Retail Display,2025,4,,,0.0,unmatched,False,
dib,cyber_day,Retail Display,2024,6,,,0.0,unmatched,False,
dib,cyber_day,Retail Display,2025,6,,,0.0,unmatched,False,
dib,cyber_monday,Retail Display,2024,9,,,0.0,unmatched,False,
dib,cyber_monday,Retail Display,2024,10,,,0.0,unmatched,False,
dib,cyber_monday,Retail Display,2025,10,DECORACION,200000.0,0.0,probable,True,0.0
dib,jy-kiWm5i,CRM,2025,3,DECORACION,300000.0,3238235.0,probable,True,10.794116666666667
dib,X2kHkfwkI,CRM,2025,10,DECORACION,300000.0,126920.0,probable,True,0.42306666666666665
disney,howCd7Uou,CRM,2024,9,,,2755776.0,unmatched,False,
disney,MwrpZQpFm,CRM,2025,2,MENAJE,0.0,2859038.0,probable,False,
dog chow,4FGhJKjAd,CRM,2024,6,,,3146886.0,unmatched,False,
dog chow,6189516-009769,CRM,2023,6,,,303255.0,unmatched,False,
dog chow,kxwMus55G,CRM,2024,5,,,2018035.0,unmatched,False,
dog_chow,regalones,Sponsored Products,2024,6,,,0.0,unmatched,False,
dog_chow,regalones,Sponsored Products,2024,7,,,0.0,unmatched,False,
doite,OLbkpMlrH,CRM,2024,2,,,4737151.0,unmatched,False,
dr. beckmann,6189516-011155,CRM,2023,10,,,37620.0,unmatched,False,
DR. BECKMANN,aon_febrero_2026,Sponsored Products,2026,2,,,203857.0,unmatched,False,
DR. BECKMANN,aon_marzo_2026,Sponsored Products,2026,3,,,310180.0,unmatched,False,
dr.beckmann,aseo,Retail Display,2024,7,,,0.0,unmatched,False,
dr.beckmann,aseo,Retail Display,2024,8,,,0.0,unmatched,False,
dr.beckmann,black_friday,Retail Display,2024,11,,,0.0,unmatched,False,
dr.beckmann,black_friday,Retail Display,2024,12,,,0.0,unmatched,False,
dr. beckmann,Black Marzo 2026,CRM,2026,4,,,4271008.0,unmatched,False,
DR. BECKMANN,black_week,Sponsored Products,2026,3,,,382120.0,unmatched,False,
dr. beckmann,I0T9yZ0QQ,CRM,2025,10,,,530064.0,unmatched,False,
dr. beckmann,qnCYsYLWN,CRM,2024,7,,,2529491.0,unmatched,False,
dr. beckmann,sbsqnUeKk,CRM,2025,10,,,919996.0,unmatched,False,
dr. beckmann,x5eYJdGn8,CRM,2025,12,,,1740609.0,unmatched,False,
dremel,6189516-009798,CRM,2023,6,,,570580.0,unmatched,False,
dremel,7mvsu0vSM,CRM,2024,10,,,3111464.0,unmatched,False,
dremel,Gf81NUGX7,CRM,2025,4,,,1181430.0,unmatched,False,
dremel,HjgC8WNzw,CRM,2025,3,HERRAMIENTAS Y MAQUINARIAS,1500000.0,561895.0,probable,True,0.3745966666666667
dremel,JoTadEjUH,CRM,2025,3,HERRAMIENTAS Y MAQUINARIAS,1500000.0,1153522.0,probable,True,0.7690146666666666
dremel,tDRKD95el,CRM,2025,1,,,956601.0,unmatched,False,
dremel,th5kl1YfU,CRM,2025,1,,,1451301.0,unmatched,False,
drimkip,6189516-002352,CRM,2023,9,,,949676.0,unmatched,False,
drimkip,6189516-007688,CRM,2023,1,,,7718995.0,unmatched,False,
drimkip,6189516-007734,CRM,2023,1,,,3938760.0,unmatched,False,
drimkip,6189516-008158,CRM,2023,2,,,620940.0,unmatched,False,
drimkip,6189516-008231,CRM,2023,2,,,1836830.0,unmatched,False,
drimkip,6189516-008717,CRM,2023,3,,,3479257.0,unmatched,False,
drimkip,6189516-008721,CRM,2023,4,,,1006002.0,unmatched,False,
drimkip,6189516-008852,CRM,2023,4,,,269970.0,unmatched,False,
drimkip,6189516-009302,CRM,2023,5,,,2241049.0,unmatched,False,
drimkip,6189516-009354,CRM,2023,5,,,859880.0,unmatched,False,
drimkip,6189516-009401,CRM,2023,5,,,1953850.0,unmatched,False,
drimkip,6189516-009511,CRM,2023,5,,,3245273.0,unmatched,False,
drimkip,6189516-009785,CRM,2023,6,,,344970.0,unmatched,False,
drimkip,6189516-009884,CRM,2023,6,,,528950.0,unmatched,False,
drimkip,6189516-009924,CRM,2023,6,,,4379372.0,unmatched,False,
drimkip,6189516-010133,CRM,2023,7,,,769980.0,unmatched,False,
drimkip,6189516-010355,CRM,2023,7,,,1098644.0,unmatched,False,
drimkip,6189516-010701,CRM,2023,8,,,5554183.0,unmatched,False,
drimkip,6189516-010810,CRM,2023,8,,,9540437.0,unmatched,False,
DRIMKIP,aon_abril_2026,Sponsored Products,2026,4,MUEBLES,750000.0,2539800.0,probable,True,3.3864
drimkip,black_week,Retail Display,2025,3,MUEBLES,300000.0,0.0,probable,True,0.0
drimkip,black_week,Retail Display,2025,4,,,0.0,unmatched,False,
drimkip,cyber_day,Retail Display,2025,6,,,0.0,unmatched,False,
drimkip,dormitorio,Retail Display,2025,1,MUEBLES,300000.0,0.0,probable,True,0.0
drimkip,NacDQIbDw,CRM,2025,10,MUEBLES,500000.0,174960.0,probable,True,0.34992
drimkip,txVZ64MYx,CRM,2025,6,,,595960.0,unmatched,False,
drimkip,-VNR0ghhu,CRM,2025,10,MUEBLES,500000.0,242940.0,probable,True,0.48588
drimkip2,6189516-002352,CRM,2023,9,,,0.0,unmatched,False,
drl,6189516-008214,CRM,2023,2,,,149470.0,unmatched,False,
drl,6189516-008215,CRM,2023,2,,,218530.0,unmatched,False,
drl,6189516-008261,CRM,2023,2,,,556884.0,unmatched,False,
duraline,nYZvZ8dys,CRM,2024,6,,,28840.0,unmatched,False,
duschy,6189516-011187,CRM,2023,10,,,846940.0,unmatched,False,
dvp,08T1dkHFb,CRM,2024,5,,,21720258.0,unmatched,False,
dvp,6189516-011008,CRM,2023,9,,,12884093.0,unmatched,False,
dvp,6189516-011630,CRM,2023,10,,,1331871.0,unmatched,False,
dvp,6zcc9xG4R,CRM,2024,10,,,16159798.0,unmatched,False,
dvp,EEuBddO-A,CRM,2024,11,,,330660.0,unmatched,False,
dvp,hzhh8kqeX,CRM,2024,12,,,139020.0,unmatched,False,
dvp,izOwMehVl,CRM,2024,12,,,92090.0,unmatched,False,
dvp,LSFeaepqz,CRM,2024,12,,,116740.0,unmatched,False,
dvp,ndVIWT7Lf,CRM,2025,9,TABIQUERIA/TECHUMBRE/AISLACION,1500000.0,8542468.0,probable,True,5.694978666666667
dvp,o0thajCgZ,CRM,2025,7,,,13535415.0,unmatched,False,
dvp,OCr90nDe7,CRM,2025,8,TABIQUERIA/TECHUMBRE/AISLACION,800000.0,11730813.0,probable,True,14.66351625
dvp,p3cW1KBFD,CRM,2024,4,,,24459254.0,unmatched,False,
dvp,Rh6eK-EEG,CRM,2024,12,,,505744.0,unmatched,False,
dvp,siding,Retail Display,2024,11,,,0.0,unmatched,False,
dvp,siding,Retail Display,2024,12,,,0.0,unmatched,False,
dvp,SzjxykbtX,CRM,2025,8,TABIQUERIA/TECHUMBRE/AISLACION,800000.0,746116.0,probable,True,0.932645
dvp,TPAMcrlfJ,CRM,2025,9,TABIQUERIA/TECHUMBRE/AISLACION,1500000.0,1096684.0,probable,True,0.7311226666666667
dvp,YK6aFnGBu,CRM,2024,5,,,13082928.0,unmatched,False,
eglo,6189516-007745,CRM,2023,1,,,865032.0,unmatched,False,
eglo,6189516-007746,CRM,2023,1,,,384530.0,unmatched,False,
electolux,4x3YAI3AV,CRM,2025,9,,,0.0,unmatched,False,
electrofensamademsa,,CRM,2025,9,,,26767324.0,unmatched,False,
electrofensamademsa,,CRM,2025,10,,,101314616.0,unmatched,False,
electrofensamademsa,,CRM,2025,11,,,97486898.0,unmatched,False,
electrofensamademsa,,CRM,2025,12,,,85271289.0,unmatched,False,
electrofensamademsa,,CRM,2026,1,,,101924235.0,unmatched,False,
electrofensamademsa,,CRM,2026,2,,,78387682.0,unmatched,False,
electrofensamademsa,,CRM,2026,3,,,82624012.0,unmatched,False,
electrofensamademsa,,CRM,2026,4,,,54701784.0,unmatched,False,
electrofensamademsa,,CRM,2026,5,,,40015837.0,unmatched,False,
electrolux,,CRM,2025,4,ELECTROHOGAR,700000.0,446877.0,probable,True,0.6383957142857143
electrolux,,CRM,2025,5,,,653110.0,unmatched,False,
electrolux,,CRM,2025,6,ELECTROHOGAR,1400000.0,1090264.0,probable,True,0.77876
electrolux,,CRM,2025,7,,,143572.0,unmatched,False,
electrolux,3HutdwKwM,CRM,2025,11,,,1346840.0,unmatched,False,
electrolux,4i30FHsF1,CRM,2025,9,,,153970.0,unmatched,False,
electrolux,4IxVpZNJd,CRM,2025,6,ELECTROHOGAR,1400000.0,239990.0,probable,True,0.17142142857142856
electrolux,5hbwhifhX,CRM,2025,9,,,1416900.0,unmatched,False,
electrolux,6189516-010680,CRM,2023,8,,,44990.0,unmatched,False,
electrolux,8Vb4Ewtf4,CRM,2024,8,,,279980.0,unmatched,False,
electrolux,9MIOsrsY3,CRM,2025,2,ELECTROHOGAR,800000.0,1840822.0,probable,True,2.3010275
electrolux,9x3c5RlwP,CRM,2025,5,,,139990.0,unmatched,False,
electrolux,ao,Retail Display,2025,7,ELECTROHOGAR,500000.0,0.0,probable,True,0.0
electrolux,aon_febrero_electrolux_2026,Google,2026,3,ELECTROHOGAR,1100000.0,20686672.0,probable,True,18.806065454545454
electrolux,aon_febrero_electrolux_2026,Google,2026,5,ELECTROHOGAR,1400000.0,20924133.0,probable,True,14.945809285714287
electrolux,aon_febrero_electrolux_2026,Meta,2026,2,,,0.0,unmatched,False,
electrolux,aon_febrero_electrolux_2026,Meta,2026,3,,,0.0,unmatched,False,
electrolux,aon_febrero_electrolux_2026,Otros,2026,3,,,125280268.0,unmatched,False,
ELECTROLUX,aon_marzo_mademsaelectrolux_sda_2026,Sponsored Products,2026,3,,,0.0,unmatched,False,
electrolux,BFtwhT1sG,CRM,2025,8,ELECTROHOGAR,1280000.0,304980.0,probable,True,0.238265625
electrolux,black_friday,Retail Display,2025,11,ELECTROHOGAR,1464600.0,0.0,probable,True,0.0
electrolux,black_friday,Retail Display,2025,12,ELECTROHOGAR,2900000.0,0.0,probable,True,0.0
electrolux,Black Marzo Electrolux 2026,CRM,2026,3,ELECTROHOGAR,1320000.0,5860940.0,probable,True,4.440106060606061
electrolux,black_week,Google,2026,3,ELECTROHOGAR,1100000.0,0.0,probable,True,0.0
electrolux,black_week,Google,2026,4,ELECTROHOGAR,700000.0,3884570.0,probable,True,5.549385714285714
ELECTROLUX,black_week,Sponsored Products,2026,3,,,9914340.0,unmatched,False,
electrolux,blackout,Retail Display,2025,7,ELECTROHOGAR,500000.0,0.0,probable,True,0.0
electrolux,blackout,Retail Display,2025,8,ELECTROHOGAR,500000.0,0.0,probable,True,0.0
electrolux,bW96z5e-a,CRM,2025,7,,,870910.0,unmatched,False,
electrolux,cyber_day,Retail Display,2025,6,ELECTROHOGAR,2000000.0,0.0,probable,True,0.0
electrolux,cyber_monday,Google,2025,10,,,4794931.0,unmatched,False,
electrolux,cyber_monday,Google,2025,11,,,5284280.0,unmatched,False,
electrolux,cyber_monday,Google,2025,12,,,6242090.0,unmatched,False,
electrolux,cyber_monday,Retail Display,2025,10,,,0.0,unmatched,False,
electrolux,debC0VAaG,CRM,2025,4,ELECTROHOGAR,700000.0,117970.0,probable,True,0.16852857142857142
electrolux,DUKQreZXm,CRM,2025,11,,,1007925.0,unmatched,False,
electrolux,especial_empotrados,Retail Display,2024,8,,,0.0,unmatched,False,
electrolux,fensa_black_week,Retail Display,2025,3,ELECTROHOGAR,2200000.0,0.0,probable,True,0.0
electrolux,fensa_black_week,Retail Display,2025,4,ELECTROHOGAR,2000000.0,0.0,probable,True,0.0
electrolux,fensa_mademsa,Google,2024,8,,,42580.0,unmatched,False,
electrolux,fensa_mademsa,Google,2024,9,,,529980.0,unmatched,False,
electrolux,fensa_mademsa,Google,2024,10,,,847151.0,unmatched,False,
electrolux,fensa_mademsa,Google,2024,11,,,625930.0,unmatched,False,
electrolux,fensa_mademsa,Google,2024,12,,,1607183.0,unmatched,False,
electrolux,fensa_mademsa,Google,2025,1,ELECTROHOGAR,1200000.0,527310.0,probable,True,0.439425
electrolux,fensa_mademsa,Google,2025,2,ELECTROHOGAR,1200000.0,157220.0,probable,True,0.13101666666666667
electrolux,fensa_mademsa,Google,2025,3,,,1367810.0,unmatched,False,
electrolux,fensa_mademsa,Google,2025,4,ELECTROHOGAR,1200000.0,615555.0,probable,True,0.5129625
electrolux,fensa_mademsa,Google,2025,5,,,1142001.0,unmatched,False,
electrolux,fensa_mademsa,Google,2025,6,ELECTROHOGAR,1200000.0,0.0,probable,True,0.0
electrolux,fensa_mademsa,Google,2025,7,,,158760.0,unmatched,False,
electrolux,fensa_mademsa,Google,2025,8,,,265360.0,unmatched,False,
electrolux,fensa_mademsa,Google,2025,10,,,1675870.0,unmatched,False,
electrolux,fIFUv5W7W,CRM,2025,1,ELECTROHOGAR,1000000.0,1778822.0,probable,True,1.778822
electrolux,GP1LRldUl,CRM,2025,10,,,682980.0,unmatched,False,
electrolux,H7-4e0JWW,CRM,2024,8,,,0.0,unmatched,False,
electrolux,HHAmcr3DI,CRM,2025,3,,,68965.0,unmatched,False,
electrolux,IAHkol-V1,CRM,2025,8,ELECTROHOGAR,1280000.0,3083899.0,probable,True,2.40929609375
electrolux,lSspZtd6V,CRM,2025,10,,,1050391.0,unmatched,False,
electrolux,mademsa_black_week,Retail Display,2025,3,ELECTROHOGAR,2200000.0,0.0,probable,True,0.0
electrolux,mademsa_black_week,Retail Display,2025,4,ELECTROHOGAR,2000000.0,0.0,probable,True,0.0
electrolux,MEKUlfOKY,CRM,2024,8,,,373183.0,unmatched,False,
electrolux,PsfdTVvHA,CRM,2025,10,,,2013256.0,unmatched,False,
electrolux,Q16ZpNm5O,CRM,2025,5,,,1418312.0,unmatched,False,
electrolux,rCWPiqxVz,CRM,2025,8,ELECTROHOGAR,1280000.0,464374.0,probable,True,0.3627921875
electrolux,RFTkt04XA,CRM,2025,7,,,1233715.0,unmatched,False,
electrolux,rOrAjmo0g,CRM,2024,12,,,5408760.0,unmatched,False,
electrolux,semana_marca,Retail Display,2024,11,,,0.0,unmatched,False,
electrolux,semana_marca,Retail Display,2025,10,,,0.0,unmatched,False,
