original_brand,original_campaign,group_key,year,month,family,budget,sales,match_quality,sample_is_valid,roas
lanco,AHODzmMBf,CRM,2025,8,PINTURA Y ACCESORIOS,3345000.0,2496179.0,probable,True,0.7462418535127056
lanco,always_on,Retail Display,2025,4,PINTURA Y ACCESORIOS,800000.0,0.0,probable,True,0.0
lanco,always_on,Retail Display,2025,5,PINTURA Y ACCESORIOS,2800000.0,0.0,probable,True,0.0
lanco,always_on,Retail Display,2025,6,PINTURA Y ACCESORIOS,800000.0,0.0,probable,True,0.0
lanco,always_on,Retail Display,2025,7,PINTURA Y ACCESORIOS,800000.0,0.0,probable,True,0.0
lanco,aO0HYkjrG,CRM,2024,10,,,301689.0,unmatched,False,
lanco,aon,Retail Display,2025,8,PINTURA Y ACCESORIOS,1700000.0,0.0,probable,True,0.0
lanco,aon,Retail Display,2025,9,PINTURA Y ACCESORIOS,800000.0,0.0,probable,True,0.0
lanco,aon,Retail Display,2025,10,PINTURA Y ACCESORIOS,3300000.0,0.0,probable,True,0.0
lanco,aon,Retail Display,2025,11,PINTURA Y ACCESORIOS,2500000.0,0.0,probable,True,0.0
lanco,bApbXTswm,CRM,2024,3,,,8858314.0,unmatched,False,
lanco,bienvenida_primavera,Retail Display,2024,8,,,0.0,unmatched,False,
lanco,bienvenida_primavera,Retail Display,2024,9,,,0.0,unmatched,False,
lanco,bienvenida_primavera,Retail Display,2024,10,,,0.0,unmatched,False,
lanco,bienvenida_primavera2,Retail Display,2024,9,,,0.0,unmatched,False,
lanco,dQL6rhasb,CRM,2025,9,,,7436328.0,unmatched,False,
lanco,duelo_leyendas,Meta,2024,11,,,0.0,unmatched,False,
lanco,duelo_leyendas,Meta,2024,12,,,0.0,unmatched,False,
lanco,duelo_leyendas,Retail Display,2024,11,,,0.0,unmatched,False,
lanco,duelo_leyendas,Retail Display,2024,12,,,0.0,unmatched,False,
lanco,fByMIHKHW,CRM,2024,10,,,58414986.0,unmatched,False,
lanco,GKVtmbzog,CRM,2025,2,,,98020.0,unmatched,False,
lanco,Ja30ngaMq,CRM,2024,11,,,18364586.0,unmatched,False,
lanco,JI7pkbhis,CRM,2024,12,,,8462706.0,unmatched,False,
lanco,l7PQojdkR,CRM,2025,9,,,3244278.0,unmatched,False,
lanco,Ll-LSULXE,CRM,2024,3,,,7672993.0,unmatched,False,
lanco,LNmES7RAj,CRM,2025,5,PINTURA Y ACCESORIOS,1500000.0,2940660.0,probable,True,1.96044
lanco,lR38rweyX,CRM,2025,9,,,166100.0,unmatched,False,
lanco,mDk-26EWg,CRM,2024,8,,,395676.0,unmatched,False,
lanco,MUYPHpH-z,CRM,2025,1,PINTURA Y ACCESORIOS,1000000.0,6896527.0,probable,True,6.896527
lanco,Nb9vXU8Lo,CRM,2025,7,PINTURA Y ACCESORIOS,1000000.0,2938470.0,probable,True,2.93847
lanco,ocKoz1KQZ,CRM,2025,1,PINTURA Y ACCESORIOS,1000000.0,6235684.0,probable,True,6.235684
lanco,OG4MBhnSJ,CRM,2024,3,,,56679312.0,unmatched,False,
lanco,OrF56sVpm,CRM,2025,1,PINTURA Y ACCESORIOS,1000000.0,19995706.0,probable,True,19.995706
lanco,PfiddmMGY,CRM,2025,2,,,6738215.0,unmatched,False,
lanco,PH9JoBLNo,CRM,2024,9,,,7156674.0,unmatched,False,
lanco,pSFGzZT95,CRM,2025,4,PINTURA Y ACCESORIOS,0.0,9219382.0,probable,False,
lanco,qFjQXkFUq,CRM,2025,9,,,12217801.0,unmatched,False,
lanco,QR7VqyMQT,CRM,2024,11,,,18428402.0,unmatched,False,
lanco,QT6BdFWWM,CRM,2024,3,,,19205617.0,unmatched,False,
lanco,r-G3FtmBz,CRM,2024,9,,,594417.0,unmatched,False,
lanco,rhV2mUmfw,CRM,2024,8,,,657578.0,unmatched,False,
lanco,s-zw4nuXH,CRM,2025,2,,,3853741.0,unmatched,False,
lanco,s12BjnTJ4,CRM,2024,10,,,300556.0,unmatched,False,
lanco,s814Kyplr,CRM,2025,8,PINTURA Y ACCESORIOS,3345000.0,2421610.0,probable,True,0.723949177877429
lanco,SUqrSiv0b,CRM,2025,7,PINTURA Y ACCESORIOS,1000000.0,2601640.0,probable,True,2.60164
lanco,t1cewmARE,CRM,2024,2,,,15010622.0,unmatched,False,
lanco,tactica,Meta,2025,3,,,0.0,unmatched,False,
lanco,TiZIbg1zB,CRM,2025,8,PINTURA Y ACCESORIOS,3345000.0,5302939.0,probable,True,1.5853330343796712
lanco,tMS7mf0cK,CRM,2024,3,,,9043598.0,unmatched,False,
lanco,uO2KhokUN,CRM,2025,5,PINTURA Y ACCESORIOS,1500000.0,10733710.0,probable,True,7.155806666666667
lanco,verano,Retail Display,2024,12,,,0.0,unmatched,False,
lanco,verano,Retail Display,2025,1,PINTURA Y ACCESORIOS,800000.0,0.0,probable,True,0.0
lanco,verano,Retail Display,2025,2,,,0.0,unmatched,False,
lanco,verano,Retail Display,2025,3,PINTURA Y ACCESORIOS,800000.0,0.0,probable,True,0.0
lanco,vwy4lqP58,CRM,2025,7,PINTURA Y ACCESORIOS,1000000.0,8606191.0,probable,True,8.606191
lanco,W2oxlRn2t,CRM,2024,9,,,8809036.0,unmatched,False,
lanco,w7qLfmWIs,CRM,2025,8,PINTURA Y ACCESORIOS,3345000.0,4352660.0,probable,True,1.3012436472346787
lanco,Wgwj5Ze3-,CRM,2024,11,,,13482433.0,unmatched,False,
lanco,wMVJ7qvcP,CRM,2024,9,,,263983.0,unmatched,False,
lanco,Wzm6TrFwZ,CRM,2025,9,,,6325752.0,unmatched,False,
lanco,yjSdAuW6t,CRM,2024,3,,,3435285.0,unmatched,False,
_lanco,YSA8UnD70,CRM,2025,3,PINTURA Y ACCESORIOS,100000.0,0.0,probable,True,0.0
lanco,Z2StLvH7A,CRM,2024,9,,,6175608.0,unmatched,False,
lanco,Zm-uoZijW,CRM,2024,12,,,11716652.0,unmatched,False,
ledzone,6189516-008630,CRM,2023,3,,,316720.0,unmatched,False,
leifheit,dziCLVAzE,CRM,2024,4,,,29980.0,unmatched,False,
leifheit,fgdTYbdSp,CRM,2024,7,,,122919.0,unmatched,False,
leifheit,jbTuQB0cQ,CRM,2024,4,,,33460.0,unmatched,False,
lg,6189516-009133,CRM,2023,4,,,1245960.0,unmatched,False,
lg,6189516-009138,CRM,2023,4,,,3206710.0,unmatched,False,
lg,6189516-009405,CRM,2023,5,,,4294860.0,unmatched,False,
lg,6189516-009526,CRM,2023,5,,,4016944.0,unmatched,False,
lg,aE3YSSwL2,CRM,2025,10,ELECTROHOGAR,700000.0,4125900.0,probable,True,5.894142857142858
lg,aon_febrero_lg_2026,Meta,2026,2,,,159990.0,unmatched,False,
lg,aon_febrero_lg_2026,Meta,2026,3,,,0.0,unmatched,False,
lg,black_week,Retail Display,2025,3,ELECTROHOGAR,300000.0,0.0,probable,True,0.0
lg,black_week,Retail Display,2025,4,,,0.0,unmatched,False,
lg,BrOnY1h9K,CRM,2024,5,,,9075637.0,unmatched,False,
lg,co_brand,Google,2024,8,,,1404040.0,unmatched,False,
lg,co_brand,Google,2024,9,,,797738.0,unmatched,False,
lg,co_brand,Google,2026,2,ELECTROHOGAR,800000.0,12091050.0,probable,True,15.1138125
lg,cyber_monday,Retail Display,2025,10,ELECTROHOGAR,500000.0,0.0,probable,True,0.0
lg,DCjC7W2Ce,CRM,2025,10,ELECTROHOGAR,700000.0,15373277.0,probable,True,21.961824285714286
lg,jS6VW17tW,CRM,2024,4,,,7098811.0,unmatched,False,
lg,jVLsMT3Xt,CRM,2024,6,,,4540783.0,unmatched,False,
lg,nO-39yctx,CRM,2025,4,,,8114137.0,unmatched,False,
lg,oJXZDliHS,CRM,2024,8,,,6162315.0,unmatched,False,
lg,semana_marca,Retail Display,2024,8,,,0.0,unmatched,False,
lg,X,CRM,2024,10,,,21576032.0,unmatched,False,
libero,,CRM,2026,1,ELECTROHOGAR,2100000.0,8462646.0,probable,True,4.029831428571429
libero,,CRM,2026,2,ELECTROHOGAR,2100000.0,11202791.0,probable,True,5.3346623809523805
libero,,CRM,2026,3,ELECTROHOGAR,2100000.0,7362598.0,probable,True,3.5059990476190475
libero,,CRM,2026,4,ELECTROHOGAR,0.0,5119741.0,probable,False,
libero,,CRM,2026,5,,,2839870.0,unmatched,False,
libero,5jLgdhnHc,CRM,2025,6,ELECTROHOGAR,0.0,862474.0,probable,False,
libero,8tAZoAUMh,CRM,2025,8,ELECTROHOGAR,700000.0,1213364.0,probable,True,1.733377142857143
libero,9a9j0tMFV,CRM,2024,11,,,3712429.0,unmatched,False,
LIBERO,aon_febrero_2026,Sponsored Products,2026,2,ELECTROHOGAR,400000.0,129990.0,probable,True,0.324975
libero,aon_libero/ventus_2026,CRM,2026,4,ELECTROHOGAR,0.0,8849561.0,probable,False,
libero,aon_libero/ventus_2026,CRM,2026,5,,,4029820.0,unmatched,False,
LIBERO,aon_marzo_ventus_2026,Sponsored Products,2026,3,ELECTROHOGAR,300000.0,449970.0,probable,True,1.4999
libero,BFPE4pUr2,CRM,2025,2,ELECTROHOGAR,0.0,3619850.0,probable,False,
LIBERO,black_week,Sponsored Products,2026,3,ELECTROHOGAR,300000.0,25253580.0,probable,True,84.1786
libero,CEO9BwX3w,CRM,2025,6,ELECTROHOGAR,0.0,2324867.0,probable,False,
libero,hLfvv6KZk,CRM,2025,3,ELECTROHOGAR,0.0,1409930.0,probable,False,
libero,HswCmVaaz,CRM,2025,5,ELECTROHOGAR,0.0,2499880.0,probable,False,
libero,hu0AJEarN,CRM,2025,7,ELECTROHOGAR,700000.0,1040660.0,probable,True,1.486657142857143
libero,lxvTxJgTK,CRM,2025,4,ELECTROHOGAR,0.0,1634810.0,probable,False,
libero,m7Z6z1qku,CRM,2024,3,,,319980.0,unmatched,False,
libero,mbCcwpZp9,CRM,2025,6,ELECTROHOGAR,0.0,1514910.0,probable,False,
libero,mbERh739L,CRM,2025,10,,,959940.0,unmatched,False,
libero,MEIYoQGWe,CRM,2025,1,ELECTROHOGAR,700000.0,3693302.0,probable,True,5.276145714285715
libero,NBJ54xXuZ,CRM,2024,12,,,1209920.0,unmatched,False,
libero,VEjvN2BTz,CRM,2025,10,,,414217.0,unmatched,False,
libero,X,CRM,2024,10,,,1189960.0,unmatched,False,
lizcal,6189516-007695,CRM,2023,1,,,6640017.0,unmatched,False,
lizcal,cCvGLWlbh,CRM,2025,9,,,5533708.0,unmatched,False,
lizcal,J7tYdyWQN,CRM,2025,8,,,1778060.0,unmatched,False,
lizcal,KHjJx3alR,CRM,2025,8,,,4744458.0,unmatched,False,
loctite,44fCnwLRW,CRM,2024,8,,,785705.0,unmatched,False,
loctite,7yklAWWib,CRM,2024,9,,,530291.0,unmatched,False,
loctite,bNqP1N74t,CRM,2025,6,,,155971.0,unmatched,False,
loctite,BPGssDKJa,CRM,2024,7,,,574459.0,unmatched,False,
loctite,CM7i2XRXN,CRM,2024,8,,,741148.0,unmatched,False,
loctite,fDnIx-OqJ,CRM,2024,8,,,675522.0,unmatched,False,
loctite,IAQFAVMfa,CRM,2024,8,,,57213.0,unmatched,False,
loctite,rUDHzZWA1,CRM,2025,6,,,20070.0,unmatched,False,
loctite,YyQjVQyKG,CRM,2025,5,,,43640.0,unmatched,False,
los_robles-thomas,aon_thomas_lb,Retail Display,2026,5,,,0.0,unmatched,False,
lysoform,BNqA1Ffim,CRM,2025,2,,,290548.0,unmatched,False,
lysoform,dziCLVAzE,CRM,2024,4,,,35378.0,unmatched,False,
lysoform,jbTuQB0cQ,CRM,2024,4,,,41299.0,unmatched,False,
lysoform,mbCcwpZp9,CRM,2025,7,,,9044.0,unmatched,False,
lysoform,pets,Retail Display,2025,8,JARDIN,100000.0,0.0,probable,True,0.0
lysoform,QlGlgYFJm,CRM,2025,7,,,424155.0,unmatched,False,
lysoform,tg5YHxJKY,CRM,2025,7,,,146663.0,unmatched,False,
lysoform,xBDvS4tpp,CRM,2025,8,,,246075.0,unmatched,False,
lysoform_pets,regalones_de_la_casa,Retail Display,2025,6,,,0.0,unmatched,False,
lysoform_pets,regalones_de_la_casa,Retail Display,2025,7,,,0.0,unmatched,False,
lysoform_pets,regalones_de_la_casa,Retail Display,2025,8,,,0.0,unmatched,False,
lysol,5dwGcygCL,CRM,2025,6,,,9980.0,unmatched,False,
lysol,ZJWoXqRfI,CRM,2025,4,,,31828.0,unmatched,False,
mabe,0bSXq1m-f,CRM,2024,6,,,3441800.0,unmatched,False,
mabe,134OK6v0L,CRM,2024,9,,,2133119.0,unmatched,False,
mabe,3VeCu8xdz,CRM,2024,11,,,739980.0,unmatched,False,
mabe,7uXhGT7Qv,CRM,2025,2,ELECTROHOGAR,600000.0,1620900.0,probable,True,2.7015
mabe,always_on,Retail Display,2025,3,,,0.0,unmatched,False,
mabe,auk4S6-I5,CRM,2024,3,,,3569790.0,unmatched,False,
mabe,black_friday,Retail Display,2024,11,,,0.0,unmatched,False,
mabe,black_friday,Retail Display,2024,12,,,0.0,unmatched,False,
mabe,black_week,Retail Display,2025,3,,,0.0,unmatched,False,
mabe,black_week,Retail Display,2025,4,ELECTROHOGAR,300000.0,0.0,probable,True,0.0
mabe,cLfm7hwvq,CRM,2024,8,,,7214309.0,unmatched,False,
mabe,cyber_day,Retail Display,2024,6,,,0.0,unmatched,False,
mabe,cyber_day,Retail Display,2025,6,,,0.0,unmatched,False,
mabe,fGxVz8X0y,CRM,2024,2,,,1219920.0,unmatched,False,
mabe,gTTO5ZBK9,CRM,2024,8,,,2239870.0,unmatched,False,
mabe,hrLYNsUtQ,CRM,2024,6,,,16540154.0,unmatched,False,
mabe,-LajhqkDZ,CRM,2025,1,ELECTROHOGAR,600000.0,3462365.0,probable,True,5.770608333333334
mabe,lbIg77gPT,CRM,2024,3,,,3438285.0,unmatched,False,
mabe,MEKUlfOKY,CRM,2024,8,,,3192790.0,unmatched,False,
mabe,NRUu1Bqmb,CRM,2024,8,,,3394255.0,unmatched,False,
mabe,o96oRkgOi,CRM,2024,2,,,3387820.0,unmatched,False,
mabe,OdbhS3SOv,CRM,2025,3,,,5844730.0,unmatched,False,
mabe,ok2oXe2dc,CRM,2024,4,,,6414680.0,unmatched,False,
mabe,oVvist16D,CRM,2024,12,,,1657402.0,unmatched,False,
mabe,PJA0xZN9s,CRM,2024,8,,,1839279.0,unmatched,False,
mabe,PUBjA31b8,CRM,2024,11,,,3879320.0,unmatched,False,
mabe,rKnaC5hk8,CRM,2024,6,,,12016730.0,unmatched,False,
mabe,tactica,Retail Display,2025,4,ELECTROHOGAR,300000.0,0.0,probable,True,0.0
mabe,v2NRfyezE,CRM,2024,12,,,3284860.0,unmatched,False,
mabe,WZel1EfH0,CRM,2024,1,,,1580552.0,unmatched,False,
mabe,X,CRM,2024,9,,,3734321.0,unmatched,False,
mabe,X,CRM,2024,10,,,10499427.0,unmatched,False,
mabe,YAO3ni7cT,CRM,2024,10,,,2111203.0,unmatched,False,
mabe,yLvaYxJQ2,CRM,2025,4,,,5320794.0,unmatched,False,
madeco,6189516-011779,CRM,2023,11,,,10549054.0,unmatched,False,
madeco,6189516-012185,CRM,2023,12,,,7637122.0,unmatched,False,
madeco,dfvO9f-RA,CRM,2024,11,,,15760590.0,unmatched,False,
madeco,XH7jn75FH,CRM,2023,12,,,7223423.0,unmatched,False,
mademsa,,CRM,2025,5,,,5934630.0,unmatched,False,
mademsa,,CRM,2025,6,,,38225203.0,unmatched,False,
mademsa,,CRM,2025,7,,,11085032.0,unmatched,False,
mademsa,1AdPdsARu,CRM,2025,6,,,20064395.0,unmatched,False,
mademsa,2pa4AJ6if,CRM,2024,6,,,15883406.0,unmatched,False,
mademsa,2xbD6rD-7,CRM,2024,7,,,20240178.0,unmatched,False,
mademsa,3HutdwKwM,CRM,2025,11,,,6210745.0,unmatched,False,
mademsa,4i30FHsF1,CRM,2025,9,,,4691951.0,unmatched,False,
mademsa,4IxVpZNJd,CRM,2025,6,,,10201312.0,unmatched,False,
mademsa,4oFEHHs1Q,CRM,2024,8,,,18820671.0,unmatched,False,
mademsa,4x3YAI3AV,CRM,2025,9,,,27734552.0,unmatched,False,
mademsa,5hbwhifhX,CRM,2025,9,,,11519710.0,unmatched,False,
mademsa,6189516-007684,CRM,2023,1,,,6405710.0,unmatched,False,
mademsa,6189516-007809,CRM,2023,1,,,6113695.0,unmatched,False,
mademsa,6189516-008276,CRM,2023,2,,,5909710.0,unmatched,False,
mademsa,6189516-008460,CRM,2023,3,,,4520060.0,unmatched,False,
mademsa,6189516-008461,CRM,2023,3,,,1689920.0,unmatched,False,
mademsa,6189516-008700,CRM,2023,3,,,6380350.0,unmatched,False,
mademsa,6189516-009099,CRM,2023,4,,,11603862.0,unmatched,False,
mademsa,6189516-009100,CRM,2023,4,,,7790156.0,unmatched,False,
mademsa,6189516-009392,CRM,2023,5,,,23883045.0,unmatched,False,
mademsa,6189516-009506,CRM,2023,5,,,8074113.0,unmatched,False,
mademsa,6189516-010596,CRM,2023,8,,,11916218.0,unmatched,False,
mademsa,6189516-010722,CRM,2023,8,,,0.0,unmatched,False,
mademsa,6189516-010752,CRM,2023,8,,,10885341.0,unmatched,False,
mademsa,6189516-011137,CRM,2023,10,,,21694958.0,unmatched,False,
mademsa,6189516-011243,CRM,2023,10,,,11378291.0,unmatched,False,
mademsa,6189516-011303,CRM,2023,10,,,8182570.0,unmatched,False,
mademsa,6189516-011605,CRM,2023,10,,,9680624.0,unmatched,False,
mademsa,6189516-011740,CRM,2023,11,,,5792958.0,unmatched,False,
mademsa,6189516-011943,CRM,2023,11,,,14633713.0,unmatched,False,
mademsa,6189516-011971,CRM,2023,11,,,106639938.0,unmatched,False,
mademsa,8ScgpIYF0,CRM,2024,6,,,11638830.0,unmatched,False,
mademsa,8SRvtevBL,CRM,2024,6,,,28896123.0,unmatched,False,
mademsa,8Vb4Ewtf4,CRM,2024,8,,,14450834.0,unmatched,False,
mademsa,9MIOsrsY3,CRM,2025,2,,,31364960.0,unmatched,False,
mademsa,9x3c5RlwP,CRM,2025,5,,,12122681.0,unmatched,False,
mademsa,AON Electrolux 2025,CRM,2025,12,,,36639431.0,unmatched,False,
MADEMSA,aon_febrero_electrolux_byc_2026,Sponsored Products,2026,2,ELECTROHOGAR,700000.0,7168560.0,probable,True,10.2408
MADEMSA,aon_febrero_electrolux_lb_2026,Sponsored Products,2026,2,ELECTROHOGAR,700000.0,1453940.0,probable,True,2.077057142857143
MADEMSA,aon_febrero_mademsa_lb_2026,Sponsored Products,2026,2,ELECTROHOGAR,700000.0,13408180.0,probable,True,19.154542857142857
MADEMSA,aon_marzo_electrolux_lb_2026,Sponsored Products,2026,3,ELECTROHOGAR,700000.0,5749760.0,probable,True,8.213942857142857
MADEMSA,aon_marzo_mademsaelectrolux_sda_2026,Sponsored Products,2026,3,ELECTROHOGAR,700000.0,11344230.0,probable,True,16.206042857142858
mademsa,bdTtIzhLx,CRM,2024,7,,,131349207.0,unmatched,False,
mademsa,BFtwhT1sG,CRM,2025,8,,,4574004.0,unmatched,False,
mademsa,BkhgVr0Wj,CRM,2024,6,,,14930661.0,unmatched,False,
mademsa,black_friday,Retail Display,2025,11,ELECTROHOGAR,500000.0,0.0,probable,True,0.0
mademsa,black_friday,Retail Display,2025,12,,,0.0,unmatched,False,
mademsa,Black Marzo Electrolux 2026,CRM,2026,3,,,27248023.0,unmatched,False,
mademsa,Black Marzo Electrolux 2026,CRM,2026,4,,,61883627.0,unmatched,False,
MADEMSA,black_week,Sponsored Products,2026,3,ELECTROHOGAR,700000.0,30256970.0,probable,True,43.224242857142855
mademsa,bW96z5e-a,CRM,2025,7,,,8174238.0,unmatched,False,
mademsa,C8qUSEPzl,CRM,2024,3,,,15227420.0,unmatched,False,
mademsa,cLfm7hwvq,CRM,2024,8,,,25545716.0,unmatched,False,
mademsa,Cnl42s71W,CRM,2024,6,,,115528671.0,unmatched,False,
mademsa,CqstPwE7a,CRM,2024,7,,,12190288.0,unmatched,False,
mademsa,Cr5m59FEc,CRM,2024,8,,,7466085.0,unmatched,False,
mademsa,d7IsFyFPV,CRM,2024,4,,,8651769.0,unmatched,False,
mademsa,debC0VAaG,CRM,2025,4,,,19122975.0,unmatched,False,
mademsa,dp9xkMlot,CRM,2024,2,,,121669684.0,unmatched,False,
mademsa,DpzpRtZsd,CRM,2024,6,,,6923490.0,unmatched,False,
mademsa,DUKQreZXm,CRM,2025,11,,,9317540.0,unmatched,False,
mademsa,fensa_mademsa,Google,2024,8,,,2307880.0,unmatched,False,
mademsa,fensa_mademsa,Google,2024,9,,,4479290.0,unmatched,False,
mademsa,fensa_mademsa,Google,2024,10,,,9564600.0,unmatched,False,
mademsa,fensa_mademsa,Google,2024,11,,,6498240.0,unmatched,False,
mademsa,fensa_mademsa,Google,2024,12,,,15321452.0,unmatched,False,
mademsa,fensa_mademsa,Google,2025,1,,,11370190.0,unmatched,False,
mademsa,fensa_mademsa,Google,2025,2,,,15603640.0,unmatched,False,
mademsa,fensa_mademsa,Google,2025,3,,,3343178.0,unmatched,False,
mademsa,fensa_mademsa,Google,2025,4,,,14279680.0,unmatched,False,
mademsa,fensa_mademsa,Google,2025,5,,,6037090.0,unmatched,False,
mademsa,fensa_mademsa,Google,2025,6,,,10170390.0,unmatched,False,
mademsa,fensa_mademsa,Google,2025,7,,,3609610.0,unmatched,False,
mademsa,fensa_mademsa,Google,2025,8,,,1098910.0,unmatched,False,
mademsa,fensa_mademsa,Google,2025,10,,,11580096.0,unmatched,False,
mademsa,fensa_mademsa,Google,2025,11,,,8724817.0,unmatched,False,
mademsa,fIFUv5W7W,CRM,2025,1,,,21326175.0,unmatched,False,
mademsa,FsFrHP754,CRM,2025,10,ELECTROHOGAR,700000.0,4591286.0,probable,True,6.55898
mademsa,Ft0YisMEB,CRM,2025,3,,,9664723.0,unmatched,False,
mademsa,hf-qiQJcZ,CRM,2025,3,,,15573081.0,unmatched,False,
mademsa,HHAmcr3DI,CRM,2025,3,,,28811944.0,unmatched,False,
mademsa,HJukmXsbJ,CRM,2024,2,,,26310347.0,unmatched,False,
mademsa,HR17COQTH,CRM,2025,6,,,22515658.0,unmatched,False,
mademsa,i1q4kwhth,CRM,2024,5,,,33759145.0,unmatched,False,
mademsa,i9ccBzDAX,CRM,2024,4,,,11219481.0,unmatched,False,
mademsa,IAHkol-V1,CRM,2025,8,,,47258567.0,unmatched,False,
mademsa,invierno,Retail Display,2026,4,,,0.0,unmatched,False,
mademsa,invierno,Retail Display,2026,5,ELECTROHOGAR,5100000.0,0.0,probable,True,0.0
mademsa,jqWO3VmGj,CRM,2024,7,,,12558718.0,unmatched,False,
mademsa,MEKUlfOKY,CRM,2024,8,,,16220708.0,unmatched,False,
mademsa,mUayTvYPS,CRM,2025,7,,,5416094.0,unmatched,False,
mademsa,N6c1BIqt4,CRM,2025,6,,,26584732.0,unmatched,False,
mademsa,NrNbgOL-4,CRM,2024,2,,,30557542.0,unmatched,False,
mademsa,Oo110B0vZ,CRM,2024,11,,,94634571.0,unmatched,False,
mademsa,oVdJJAiUy,CRM,2024,11,,,12943158.0,unmatched,False,
mademsa,PJA0xZN9s,CRM,2024,8,,,13300550.0,unmatched,False,
mademsa,PsfdTVvHA,CRM,2025,10,ELECTROHOGAR,700000.0,22847836.0,probable,True,32.639765714285716
mademsa,-ptyysfjR,CRM,2024,6,,,17682266.0,unmatched,False,
mademsa,Q16ZpNm5O,CRM,2025,5,,,27828707.0,unmatched,False,
mademsa,Qj6wSta3r,CRM,2024,7,,,121627051.0,unmatched,False,
mademsa,rCWPiqxVz,CRM,2025,8,,,8513851.0,unmatched,False,
mademsa,RFTkt04XA,CRM,2025,7,,,21113650.0,unmatched,False,
mademsa,RM2GDJejV,CRM,2024,7,,,23054006.0,unmatched,False,
mademsa,rOrAjmo0g,CRM,2024,12,,,30512350.0,unmatched,False,
mademsa,S2MqitcDR,CRM,2024,7,,,14502709.0,unmatched,False,
mademsa,S7umBAl82,CRM,2024,9,,,6256352.0,unmatched,False,
mademsa,SdaAX9Fwd,CRM,2024,12,,,4749690.0,unmatched,False,
mademsa,TbXfuGY-F,CRM,2025,6,,,14712665.0,unmatched,False,
mademsa,TP9LblSNK,CRM,2025,10,ELECTROHOGAR,700000.0,9811769.0,probable,True,14.016812857142858
mademsa,twIUY-z59,CRM,2025,9,,,2855340.0,unmatched,False,
mademsa,V0Vwvc9WZ,CRM,2024,8,,,66630237.0,unmatched,False,
mademsa,VJPdPTjDN,CRM,2024,6,,,33408956.0,unmatched,False,
mademsa,vJyZZmBYJ,CRM,2024,8,,,30615879.0,unmatched,False,
mademsa,X,CRM,2024,10,,,116141209.0,unmatched,False,
mademsa,Xbu873G2a,CRM,2025,7,,,14170107.0,unmatched,False,
mademsa,XgegrDatx,CRM,2024,12,,,20002277.0,unmatched,False,
mademsa,xgI4hh8qJ,CRM,2025,6,,,53536802.0,unmatched,False,
mademsa,xIabN8r7q,CRM,2025,8,,,5856731.0,unmatched,False,
mademsa,xw5IsueIM,CRM,2024,8,,,22686234.0,unmatched,False,
mademsa,y2P4D3IMn,CRM,2024,10,,,8887710.0,unmatched,False,
mademsa,yL6waTAc-,CRM,2024,4,,,25107945.0,unmatched,False,
mademsa,YxWXFhmnf,CRM,2024,6,,,173013776.0,unmatched,False,
mademsa,zFLGOSr-u,CRM,2025,6,,,35903598.0,unmatched,False,
mademsa,ZmJLxjzbX,CRM,2025,11,,,23524899.0,unmatched,False,
mademsa,zngXqcvmv,CRM,2025,4,,,12705604.0,unmatched,False,
mademsa,Zs6Stdx3E,CRM,2025,10,ELECTROHOGAR,700000.0,11008880.0,probable,True,15.726971428571428
mademsa,ZTThEZAwJ,CRM,2024,5,,,16734981.0,unmatched,False,
magic_home,navidad,Retail Display,2024,12,,,0.0,unmatched,False,
maigas,aon_maigas,Retail Display,2026,5,ELECTROHOGAR,200000.0,0.0,probable,True,0.0
maigas,ELECTROWEEK ABRIL MAIGAS,CRM,2026,4,,,5767251.0,unmatched,False,
makita,,CRM,2025,5,HERRAMIENTAS Y MAQUINARIAS,900000.0,3991707.0,probable,True,4.43523
makita,,CRM,2025,6,HERRAMIENTAS Y MAQUINARIAS,900000.0,18732049.0,probable,True,20.813387777777777
makita,,CRM,2025,7,,,8358843.0,unmatched,False,
makita,19uVfaNWq,CRM,2024,6,,,2044725.0,unmatched,False,
makita,6189516-010482,CRM,2023,8,,,4182196.0,unmatched,False,
makita,6189516-010639,CRM,2023,8,,,5332219.0,unmatched,False,
makita,6189516-011817,CRM,2023,11,,,2326164.0,unmatched,False,
makita,AzSxIslsR,CRM,2024,12,,,3971541.0,unmatched,False,
makita,black_friday,Retail Display,2025,11,HERRAMIENTAS Y MAQUINARIAS,400000.0,0.0,probable,True,0.0
makita,black_friday,Retail Display,2025,12,,,0.0,unmatched,False,
makita,camping,Retail Display,2024,12,,,0.0,unmatched,False,
makita,camping_cyber_day,Retail Display,2024,6,,,0.0,unmatched,False,
makita,Cd94Iglwb,CRM,2024,12,,,2247812.0,unmatched,False,
makita,Fk3adeVDo,CRM,2024,10,,,6422925.0,unmatched,False,
makita,herramientas,Retail Display,2024,10,,,0.0,unmatched,False,
makita,herramientas_cyber_day,Retail Display,2024,6,,,0.0,unmatched,False,
makita,jardin,Retail Display,2024,11,,,0.0,unmatched,False,
makita,jardin,Retail Display,2024,12,,,0.0,unmatched,False,
makita,mq89sgaeQ,CRM,2024,12,,,1789735.0,unmatched,False,
makita,Oqg9RQVEh,CRM,2025,1,,,2908590.0,unmatched,False,
makita,ppi,Retail Display,2025,5,HERRAMIENTAS Y MAQUINARIAS,446000.0,0.0,probable,True,0.0
makita,ppi,Retail Display,2025,6,HERRAMIENTAS Y MAQUINARIAS,446000.0,0.0,probable,True,0.0
