brand_key,campaign_key,group_key,year,month,original_brand,original_campaign,impressions,reach,clicks,sales,performance_rows,family,original_registry_brand,original_registry_campaign,budget,cost,contribution,registry_rows,match_quality,probable_registry_campaign_key,candidate_count,ctr,reach_rate,roas,cpm,cpc,margin_rate,sample_is_valid
brother,cyber day,Retail Display,2024,6,brother,cyber_day,193361.0,0.0,651.0,0.0,3,,,,,,,,unmatched,,,0.3366759584404301,0.0,,,,,False
brother,cyber day,Retail Display,2025,6,brother,cyber_day,70468.0,0.0,266.0,0.0,3,,,,,,,,unmatched,,,0.3774763012998808,0.0,,,,,False
brother,cyber monday,Retail Display,2024,9,brother,cyber_monday,35630.0,0.0,128.0,0.0,1,,,,,,,,unmatched,,,0.3592478248666854,0.0,,,,,False
brother,cyber monday,Retail Display,2024,10,brother,cyber_monday,131256.0,0.0,268.0,0.0,2,,,,,,,,unmatched,,,0.2041811421954044,0.0,,,,,False
brother,cyber monday,Retail Display,2025,10,brother,cyber_monday,73223.0,0.0,138.0,0.0,3,CASA INTELIGENTE,BROTHER,Cyber Octubre 2025,200000.0,160000.0,40000.0,1.0,probable,cyber octubre 2025,1.0,0.18846537290195703,0.0,0.0,2731.382215970392,1449.2753623188405,0.2,True
brother,maquinadecoser,Retail Display,2025,12,brother,maquinadecoser,115497.0,0.0,126.0,0.0,16,CASA INTELIGENTE,BROTHER,Táctico máquina de coser,300000.0,240000.0,60000.0,1.0,probable,tactico maquina de coser,1.0,0.10909374269461544,0.0,0.0,2597.470064157511,2380.9523809523807,0.2,True
brother,semana brother,Meta,2025,9,brother,semana_brother,554478.0,0.0,7016.0,0.0,23,,,,,,,,unmatched,,,1.265334242296358,0.0,,,,,False
brother,semana brother,Retail Display,2025,8,brother,semana_brother,8223.0,0.0,15.0,0.0,3,,,,,,,,unmatched,,,0.18241517694272164,0.0,,,,,False
brother,semana brother,Retail Display,2025,9,brother,semana_brother,94957.0,0.0,146.0,0.0,30,CASA INTELIGENTE,BROTHER,Táctico Septiembre,250000.0,200000.0,50000.0,1.0,probable,tactico septiembre,1.0,0.15375380435354952,0.0,0.0,2632.770622492286,1712.3287671232877,0.2,True
brother,semana marca,Retail Display,2024,8,brother,semana_marca,354073.0,0.0,608.0,0.0,12,,,,,,,,unmatched,,,0.17171600206737028,0.0,,,,,False
bticino,6189516 010550,CRM,2023,8,bticino,6189516-010550,0.0,101170.0,103.0,8876232.0,1,,,,,,,,unmatched,,,,,,,,,False
bticino,6189516 010618,CRM,2023,8,bticino,6189516-010618,0.0,101338.0,95.0,5989375.0,1,,,,,,,,unmatched,,,,,,,,,False
bticino,6189516 011132,CRM,2023,9,bticino,6189516-011132,0.0,101264.0,171.0,7540513.0,1,,,,,,,,unmatched,,,,,,,,,False
bticino,k6nk6zxb2,CRM,2024,11,bticino,k6Nk6ZXb2,0.0,86946.0,621.0,19875128.0,1,,,,,,,,unmatched,,,,,,,,,False
bticino,oinqeepry,CRM,2025,2,bticino,OinQEEPRY,0.0,102312.0,585.0,13264135.0,1,,,,,,,,unmatched,,,,,,,,,False
bticino,rbecn7vi4,CRM,2024,11,bticino,rBecn7vi4,0.0,91870.0,186.0,14946722.0,1,,,,,,,,unmatched,,,,,,,,,False
cachupin,9rwjtwjv9,CRM,2024,6,cachupin,9rwJTWJv9,0.0,32.0,1.0,1045770.0,1,,,,,,,,unmatched,,,,,,,,,False
cachupin,a90pbbait,CRM,2025,7,cachupin,A90PbbAiT,0.0,3.0,0.0,56970.0,1,,,,,,,,unmatched,,,,,,,,,False
cachupin,fcg8pybxs,CRM,2025,8,cachupin,FCg8pyBxs,0.0,12.0,1.0,354480.0,1,,,,,,,,unmatched,,,,,,,,,False
caixun,6189516 012206,CRM,2023,12,caixun,6189516-012206,0.0,101254.0,181.0,2335975.0,1,,,,,,,,unmatched,,,,,,,,,False
casasegura,6189516 008137,CRM,2023,2,casasegura,6189516-008137,0.0,34184.0,5805.0,0.0,1,,,,,,,,unmatched,,,,,,,,,False
casasegura,6189516 008210,CRM,2023,2,casasegura,6189516-008210,0.0,12706.0,2255.0,0.0,1,,,,,,,,unmatched,,,,,,,,,False
cat chow,4fghjkjad,CRM,2024,6,cat chow,4FGhJKjAd,0.0,100208.0,448.0,3491812.0,1,,,,,,,,unmatched,,,,,,,,,False
cat chow,6189516 009482,CRM,2023,5,cat chow,6189516-009482,0.0,52226.0,52.0,959050.0,1,,,,,,,,unmatched,,,,,,,,,False
cat chow,6189516 009978,CRM,2023,6,cat chow,6189516-009978,0.0,93382.0,159.0,691724.0,1,,,,,,,,unmatched,,,,,,,,,False
cedral,afecwy1 d,CRM,2025,10,cedral,AFEcwY1-D,0.0,1.0,1.0,8000.0,1,,,,,,,,unmatched,,,,,,,,,False
celta,,CRM,2026,2,celta,,0.0,146.0,0.0,520982.0,14,MUEBLES,CELTA,AON Trigger,900000.0,0.0,900000.0,1.0,probable,aon trigger,1.0,,,0.5788688888888889,,,1.0,True
celta,,CRM,2026,3,celta,,0.0,339.0,0.0,2664921.0,31,MUEBLES,CELTA,AON Trigger,900000.0,0.0,900000.0,1.0,probable,aon trigger,1.0,,,2.9610233333333333,,,1.0,True
celta,,CRM,2026,4,celta,,0.0,551.0,0.0,2774830.0,30,,,,,,,,unmatched,,,,,,,,,False
celta,,CRM,2026,5,celta,,0.0,230.0,0.0,1345554.0,24,,,,,,,,unmatched,,,,,,,,,False
celta,5nlbqjfu4,CRM,2025,11,celta,5NLbqjfU4,0.0,101219.0,919.0,3728908.0,1,MUEBLES,CELTA,Black Noviembre 2025,700000.0,34783.0,665217.0,1.0,probable,black noviembre 2025,1.0,,,5.327011428571429,,761.6974972796518,0.95031,True
celta,aon trigger,CRM,2026,4,celta,aon_trigger,0.0,33246.0,0.0,6731290.0,23,,,,,,,,unmatched,,,,,,,,,False
celta,aon trigger,CRM,2026,5,celta,aon_trigger,0.0,26401.0,0.0,2083890.0,19,,,,,,,,unmatched,,,,,,,,,False
celta,black week,Sponsored Products,2026,3,CELTA,black_week,73138.0,0.0,2052.0,11804200.0,1,MUEBLES,CELTA,AON Marzo 2026,500000.0,412000.0,88000.0,1.0,probable,aon marzo 2026,1.0,2.8056550630315296,0.0,23.6084,6836.39147912166,243.66471734892787,0.176,True
celta,blackout,Retail Display,2025,7,celta,blackout,12940.0,0.0,33.0,0.0,1,MUEBLES,CELTA,Lanzamiento de Linea,300000.0,240000.0,60000.0,1.0,probable,lanzamiento de linea,1.0,0.25502318392581147,0.0,0.0,23183.925811437406,9090.90909090909,0.2,True
celta,blackout,Retail Display,2025,8,celta,blackout,108411.0,0.0,339.0,0.0,5,,,,,,,,unmatched,,,0.31269889586850047,0.0,,,,,False
celta,cyber day,Retail Display,2025,6,celta,cyber_day,160668.0,0.0,526.0,0.0,3,,,,,,,,unmatched,,,0.32738317524335897,0.0,,,,,False
celta,dzgpwl0db,CRM,2025,10,celta,dzgpWL0DB,0.0,18446.0,171.0,4145679.0,1,MUEBLES,CELTA,Cyber Octubre 2025,600000.0,27119.0,572881.0,1.0,probable,cyber octubre 2025,1.0,,,6.909465,,3508.7719298245615,0.9548016666666667,True
celta,jcmofw7r,CRM,2025,7,celta,JcMOFW7r-,0.0,101393.0,309.0,1799900.0,1,MUEBLES,CELTA,Lanzamiento de Linea,600000.0,44444.0,555556.0,1.0,probable,lanzamiento de linea,1.0,,,2.999833333333333,,1941.7475728155339,0.9259266666666667,True
cem splendid,ac,Retail Display,2025,2,cem-splendid,ac,246279.0,0.0,889.0,0.0,24,,,,,,,,unmatched,,,0.36097271793372554,0.0,,,,,False
cem splendid,black week,Retail Display,2026,3,cem-splendid,black_week,100250.0,0.0,77.0,0.0,7,,,,,,,,unmatched,,,0.07680798004987531,0.0,,,,,False
cem splendid,black week,Retail Display,2026,4,cem-splendid,black_week,53597.0,0.0,41.0,0.0,5,,,,,,,,unmatched,,,0.07649681885180142,0.0,,,,,False
cem splendid,cyber day,Retail Display,2025,6,cem-splendid,cyber_day,122104.0,0.0,381.0,0.0,3,,,,,,,,unmatched,,,0.31202908995610296,0.0,,,,,False
cem splendid,cyber monday,Retail Display,2025,10,cem-splendid,cyber_monday,119864.0,0.0,324.0,0.0,3,,,,,,,,unmatched,,,0.27030634719348595,0.0,,,,,False
cem splendid,renovaciones,Retail Display,2025,3,cem-splendid,renovaciones,104195.0,0.0,148.0,0.0,24,,,,,,,,unmatched,,,0.14204136474878834,0.0,,,,,False
cem splendid rheem,,Otros,2026,5,cem-splendid-rheem,,135873.0,0.0,106.0,0.0,20,,,,,,,,unmatched,,,0.07801402780537708,0.0,,,,,False
ceresita,0s1xjs ah,CRM,2025,9,ceresita,0S1xJs-ah,0.0,101360.0,360.0,20328628.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,0te5hrjxa,CRM,2025,8,ceresita,0Te5hrJXa,0.0,54061.0,244.0,7357587.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,6189516 007965,CRM,2023,2,ceresita,6189516-007965,0.0,100817.0,201.0,24739519.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,6189516 008983,CRM,2023,4,ceresita,6189516-008983,0.0,101495.0,112.0,11758513.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,6189516 009297,CRM,2023,5,ceresita,6189516-009297,0.0,101199.0,109.0,13212245.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,6189516 010720,CRM,2023,8,ceresita,6189516-010720,0.0,79564.0,97.0,19835451.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,9j9xl2gbh,CRM,2025,9,ceresita,9j9xl2GBH,0.0,101185.0,360.0,12910217.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,bjro0feiq,CRM,2025,8,ceresita,bJro0feiQ,0.0,101367.0,240.0,16600172.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,codelpa,Retail Display,2024,11,ceresita,codelpa,210988.0,0.0,431.0,0.0,17,,,,,,,,unmatched,,,0.20427702049405652,0.0,,,,,False
ceresita,codelpa,Retail Display,2024,12,ceresita,codelpa,69517.0,0.0,135.0,0.0,10,,,,,,,,unmatched,,,0.19419710286692465,0.0,,,,,False
ceresita,ghqpzl3lq,CRM,2025,8,ceresita,gHqpzL3LQ,0.0,53995.0,218.0,6063881.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,nn2xdn4mn,CRM,2024,11,ceresita,NN2xDn4mN,0.0,1085.0,0.0,3023630.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,p8uapgzpd,CRM,2025,9,ceresita,p8UApGzPD,0.0,28400.0,225.0,5308186.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,qyllfyzax,CRM,2025,8,ceresita,qYLLFYZax,0.0,101234.0,409.0,13406685.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,tactico invictus 2025,CRM,2025,12,ceresita,Tactico Invictus 2025,0.0,101303.0,347.0,35208124.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,tcdhtkpv,CRM,2025,8,ceresita,-TcDhtKpV,0.0,134759.0,818.0,25580004.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,tp1babomr,CRM,2025,9,ceresita,tP1baBOmr,0.0,54037.0,208.0,5556748.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,ulneg lkz,CRM,2024,3,ceresita,ulnEG-LKZ,0.0,102193.0,446.0,42431784.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,xxxxxx,CRM,2024,11,ceresita,XXXXXX,0.0,1044.0,0.0,2370421.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,ysfm vyhx,CRM,2024,11,ceresita,ySFm-VyHx,0.0,94149.0,387.0,89422322.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,zd7noyimo,CRM,2025,12,ceresita,ZD7nOyimO,0.0,101472.0,364.0,31874991.0,1,,,,,,,,unmatched,,,,,,,,,False
ceresita,zptibzukb,CRM,2025,8,ceresita,zpTibzuKb,0.0,101234.0,315.0,10800472.0,1,,,,,,,,unmatched,,,,,,,,,False
ceys,0ja1usmzr,CRM,2024,3,ceys,0Ja1USMzr,0.0,102244.0,430.0,1447674.0,1,,,,,,,,unmatched,,,,,,,,,False
ceys,2enal9sci,CRM,2024,4,ceys,2ENal9SCI,0.0,101351.0,273.0,1217027.0,1,,,,,,,,unmatched,,,,,,,,,False
ceys,6189516 009289,CRM,2023,5,ceys,6189516-009289,0.0,43552.0,7888.0,1253167.0,1,,,,,,,,unmatched,,,,,,,,,False
ceys,6189516 009356,CRM,2023,5,ceys,6189516-009356,0.0,101030.0,97.0,740560.0,1,,,,,,,,unmatched,,,,,,,,,False
ceys,6189516 009366,CRM,2023,5,ceys,6189516-009366,0.0,54056.0,6362.0,394050.0,1,,,,,,,,unmatched,,,,,,,,,False
ceys,co brand,Retail Display,2024,12,ceys,co_brand,324293.0,0.0,357.0,0.0,20,,,,,,,,unmatched,,,0.11008563243733291,0.0,,,,,False
ceys,dyxygejor,CRM,2024,12,ceys,DYXYgEjOr,0.0,102239.0,391.0,247781.0,1,,,,,,,,unmatched,,,,,,,,,False
ceys,fax2pycmu,CRM,2025,7,ceys,fAX2pYCmu,0.0,101188.0,455.0,203875.0,1,FERRETERIA,CEYS,Campaña TV Cinta Montack,600000.0,44444.0,555556.0,1.0,probable,campana tv cinta montack,1.0,,,0.33979166666666666,,1318.6813186813188,0.9259266666666667,True
ceys alex montack,,Retail Display,2026,4,ceys-alex_montack,,192327.0,0.0,110.0,0.0,23,,,,,,,,unmatched,,,0.05719425769652727,0.0,,,,,False
ceys alex montack,tc,Retail Display,2025,12,ceys-alex_montack,tc,11057.0,0.0,6.0,0.0,2,,,,,,,,unmatched,,,0.05426426698019354,0.0,,,,,False
ceys alex montack,tc,Retail Display,2026,1,ceys-alex_montack,tc,181403.0,0.0,131.0,0.0,31,,,,,,,,unmatched,,,0.07221490273038483,0.0,,,,,False
ceys alex montack,tc julio,Retail Display,2025,7,ceys-alex_montack,tc_julio,174507.0,0.0,164.0,0.0,17,,,,,,,,unmatched,,,0.09397903809016257,0.0,,,,,False
chakrana,6189516 011518,CRM,2023,10,chakrana,6189516-011518,0.0,98705.0,335.0,41480.0,1,,,,,,,,unmatched,,,,,,,,,False
champion,regalones,Retail Display,2024,5,champion,regalones,29568.0,0.0,113.0,0.0,3,,,,,,,,unmatched,,,0.3821699134199134,0.0,,,,,False
champion,regalones,Retail Display,2024,6,champion,regalones,150886.0,0.0,493.0,0.0,30,,,,,,,,unmatched,,,0.32673674164601085,0.0,,,,,False
champion,regalones,Retail Display,2024,7,champion,regalones,352131.0,0.0,960.0,0.0,29,,,,,,,,unmatched,,,0.2726258125527148,0.0,,,,,False
champion cat,8pjn0i fc,CRM,2025,7,champion cat,8Pjn0i-Fc,0.0,25.0,0.0,166054.0,1,,,,,,,,unmatched,,,,,,,,,False
champion cat,amwj6ujkg,CRM,2024,6,champion cat,AMWJ6uJkg,0.0,83.0,0.0,674097.0,1,,,,,,,,unmatched,,,,,,,,,False
champion cat,jbv1xjm4r,CRM,2024,7,champion cat,jBV1xJm4R,0.0,52.0,1.0,489979.0,1,,,,,,,,unmatched,,,,,,,,,False
champion cat,kxwmus55g,CRM,2024,5,champion cat,kxwMus55G,0.0,91.0,0.0,755735.0,1,,,,,,,,unmatched,,,,,,,,,False
champion cat,pajyp7yv6,CRM,2024,7,champion cat,PAJyP7YV6,0.0,87.0,1.0,745361.0,1,,,,,,,,unmatched,,,,,,,,,False
champion cat,xun2u7jvp,CRM,2025,8,champion cat,xUN2u7jvP,0.0,31.0,1.0,282253.0,1,,,,,,,,unmatched,,,,,,,,,False
champion dog,6189516 009678,CRM,2023,6,champion dog,6189516-009678,0.0,101135.0,141.0,554330.0,1,,,,,,,,unmatched,,,,,,,,,False
champion dog,8pjn0i fc,CRM,2025,7,champion dog,8Pjn0i-Fc,0.0,101178.0,279.0,2044328.0,1,,,,,,,,unmatched,,,,,,,,,False
champion dog,amwj6ujkg,CRM,2024,6,champion dog,AMWJ6uJkg,0.0,101180.0,575.0,2062102.0,1,,,,,,,,unmatched,,,,,,,,,False
champion dog,black marzo champion 2026,CRM,2026,4,champion dog,Black Marzo Champion 2026,0.0,70223.0,0.0,2181850.0,1,,,,,,,,unmatched,,,,,,,,,False
champion dog,d7isfyfpv,CRM,2025,5,champion dog,d7IsFyFPV,0.0,116.0,1.0,1731656.0,1,,,,,,,,unmatched,,,,,,,,,False
champion dog,jbv1xjm4r,CRM,2024,7,champion dog,jBV1xJm4R,0.0,101983.0,415.0,1821921.0,1,,,,,,,,unmatched,,,,,,,,,False
champion dog,mbccwpzp9,CRM,2025,7,champion dog,mbCcwpZp9,0.0,3.0,0.0,49934.0,1,,,,,,,,unmatched,,,,,,,,,False
champion dog,pajyp7yv6,CRM,2024,7,champion dog,PAJyP7YV6,0.0,147.0,6.0,2975293.0,1,,,,,,,,unmatched,,,,,,,,,False
champion dog,qlglgyfjm,CRM,2025,7,champion dog,QlGlgYFJm,0.0,134.0,5.0,2464918.0,1,,,,,,,,unmatched,,,,,,,,,False
champion dog,regalones de la casa,Retail Display,2025,5,champion_dog,regalones_de_la_casa,163353.0,0.0,247.0,0.0,5,,,,,,,,unmatched,,,0.15120628332506902,0.0,,,,,False
champion dog,regalones de la casa,Retail Display,2025,6,champion_dog,regalones_de_la_casa,141750.0,0.0,156.0,0.0,19,,,,,,,,unmatched,,,0.11005291005291006,0.0,,,,,False
champion dog,regalones de la casa,Retail Display,2025,7,champion_dog,regalones_de_la_casa,134559.0,0.0,184.0,0.0,30,,,,,,,,unmatched,,,0.13674299006383817,0.0,,,,,False
champion dog,regalones de la casa,Retail Display,2025,8,champion_dog,regalones_de_la_casa,82712.0,0.0,117.0,0.0,24,,,,,,,,unmatched,,,0.1414546861398588,0.0,,,,,False
champion dog,tg5yhxjky,CRM,2025,7,champion dog,tg5YHxJKY,0.0,6.0,0.0,93970.0,1,,,,,,,,unmatched,,,,,,,,,False
champion dog,xbdvs4tpp,CRM,2025,8,champion dog,xBDvS4tpp,0.0,86.0,2.0,1432385.0,1,,,,,,,,unmatched,,,,,,,,,False
champion dog,xun2u7jvp,CRM,2025,8,champion dog,xUN2u7jvP,0.0,101384.0,407.0,3146550.0,1,,,,,,,,unmatched,,,,,,,,,False
char broil,jpxxe hty,CRM,2024,9,char broil,jpXxE-HTy,0.0,101485.0,436.0,511180.0,1,,,,,,,,unmatched,,,,,,,,,False
chilcorrofin,4sla4i30d,CRM,2025,10,chilcorrofin,4Sla4i30D,0.0,101311.0,578.0,2774864.0,1,PINTURA Y ACCESORIOS,CHILCORROFIN,Tactico Octubre,2700000.0,27119.0,2672881.0,2.0,probable,tactico octubre,1.0,,,1.0277274074074074,,4671.280276816609,0.989955925925926,True
chilcorrofin,ewe4viqrp,CRM,2025,11,chilcorrofin,EWE4VIqrP,0.0,2989.0,0.0,372307.0,1,PINTURA Y ACCESORIOS,CHILCORROFIN,Tactico Noviembre,2700000.0,34783.0,2665217.0,2.0,probable,tactico noviembre,1.0,,,0.13789148148148148,,,0.9871174074074074,True
chilcorrofin,lswhkqk5k,CRM,2025,11,chilcorrofin,lSWhkqK5k,0.0,101183.0,202.0,2087019.0,1,PINTURA Y ACCESORIOS,CHILCORROFIN,Tactico Noviembre,2700000.0,34783.0,2665217.0,2.0,probable,tactico noviembre,1.0,,,0.77297,,13366.336633663366,0.9871174074074074,True
chilcorrofin,w9yeqnxxd,CRM,2025,11,chilcorrofin,W9yeQnxxd,0.0,101191.0,374.0,4645785.0,1,PINTURA Y ACCESORIOS,CHILCORROFIN,Tactico Noviembre,2700000.0,34783.0,2665217.0,2.0,probable,tactico noviembre,1.0,,,1.7206611111111112,,7219.2513368983955,0.9871174074074074,True
churu,black marzo 2026,CRM,2026,3,churu,Black Marzo 2026,0.0,321380.0,18.0,573702.0,1,,,,,,,,unmatched,,,,,,,,,False
churu,black week,Sponsored Products,2026,3,CHURU,black_week,27961.0,0.0,141.0,35886.0,1,,,,,,,,unmatched,,,0.5042738099495726,0.0,,,,,False
churu,kxwmus55g,CRM,2024,5,churu,kxwMus55G,0.0,86.0,2.0,477702.0,1,,,,,,,,unmatched,,,,,,,,,False
churu,ofnyhn00c,CRM,2024,7,churu,OfNyHN00c,0.0,101826.0,277.0,377887.0,1,,,,,,,,unmatched,,,,,,,,,False
churu,qlglgyfjm,CRM,2025,7,churu,QlGlgYFJm,0.0,49.0,1.0,334597.0,1,,,,,,,,unmatched,,,,,,,,,False
churu,regalones,Retail Display,2024,6,churu,regalones,66562.0,0.0,198.0,0.0,21,,,,,,,,unmatched,,,0.29746702322646557,0.0,,,,,False
churu,regalones,Retail Display,2024,7,churu,regalones,477581.0,0.0,1211.0,0.0,29,,,,,,,,unmatched,,,0.2535695515525115,0.0,,,,,False
churu,tg5yhxjky,CRM,2025,7,churu,tg5YHxJKY,0.0,10.0,0.0,50928.0,1,,,,,,,,unmatched,,,,,,,,,False
churu,xbdvs4tpp,CRM,2025,8,churu,xBDvS4tpp,0.0,22.0,0.0,99672.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,,CRM,2025,4,cic,,0.0,2036.0,0.0,55112777.0,27,MUEBLES,CIC,AON Abril 2025,1000000.0,50000.0,950000.0,1.0,probable,aon abril 2025,1.0,,,55.112777,,,0.95,True
cic,,CRM,2025,5,cic,,0.0,2135.0,0.0,49687154.0,31,,,,,,,,unmatched,,,,,,,,,False
cic,,CRM,2025,6,cic,,0.0,3578.0,0.0,76092286.0,30,MUEBLES,CIC,AON Junio 2025,1400000.0,110344.0,1289656.0,2.0,probable,aon junio 2025,1.0,,,54.35163285714286,,,0.9211828571428572,True
cic,,CRM,2025,7,cic,,0.0,1799.0,0.0,28407620.0,20,,,,,,,,unmatched,,,,,,,,,False
cic,,CRM,2025,9,cic,,0.0,69227.0,0.0,71274202.0,57,MUEBLES,CIC,Trigger Marca 3 meses,1200000.0,0.0,1200000.0,1.0,probable,trigger marca 3 meses,1.0,,,59.39516833333333,,,1.0,True
cic,,CRM,2025,10,cic,,0.0,130764.0,0.0,144954392.0,56,,,,,,,,unmatched,,,,,,,,,False
cic,,CRM,2025,11,cic,,0.0,100593.0,0.0,83548040.0,59,,,,,,,,unmatched,,,,,,,,,False
cic,,CRM,2025,12,cic,,0.0,117869.0,0.0,84431070.0,62,,,,,,,,unmatched,,,,,,,,,False
cic,,CRM,2026,1,cic,,0.0,127102.0,0.0,115669084.0,62,MUEBLES,CIC,AON Enero,900000.0,0.0,900000.0,1.0,probable,aon enero,1.0,,,128.52120444444444,,,1.0,True
cic,,CRM,2026,2,cic,,0.0,136105.0,0.0,121416475.0,56,,,,,,,,unmatched,,,,,,,,,False
cic,,CRM,2026,3,cic,,0.0,67012.0,0.0,63295935.0,61,MUEBLES,CIC,AON Trigger,900000.0,0.0,900000.0,1.0,probable,aon trigger,1.0,,,70.32881666666667,,,1.0,True
cic,,CRM,2026,4,cic,,0.0,61992.0,0.0,39483578.0,52,,,,,,,,unmatched,,,,,,,,,False
cic,,CRM,2026,5,cic,,0.0,49708.0,0.0,26081836.0,45,MUEBLES,CIC,AON Trigger,900000.0,0.0,900000.0,1.0,probable,aon trigger,1.0,,,28.97981777777778,,,1.0,True
cic,1cuzrva7b,CRM,2024,5,cic,1cuzrvA7b,0.0,102087.0,235.0,18045138.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,1iypemsaa,CRM,2025,8,cic,1iyPEMsAa,0.0,101513.0,236.0,16777411.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,1povqokxc,CRM,2025,11,cic,1pOvQOkxc,0.0,450579.0,0.0,87595927.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,1x7xf33bd,CRM,2025,10,cic,1x7xf33Bd,0.0,106166.0,144.0,18107439.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,3iabxglbo,CRM,2024,8,cic,3iabxglbO,0.0,33957.0,122.0,15679381.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,3sqs9eyaj,CRM,2025,11,cic,3SqS9EyAj,0.0,54072.0,192.0,2686315.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,3wfap0svs,CRM,2024,2,cic,3wfaP0sVS,0.0,23146.0,79.0,5542780.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,5aienic5i,CRM,2024,6,cic,5AIENIc5I,0.0,103902.0,365.0,58323601.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,5g1eesnkq,CRM,2024,6,cic,5G1EeSNKQ,0.0,54103.0,1896.0,10622444.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,5nb3lednh,CRM,2025,11,cic,5nb3leDNh,0.0,101390.0,711.0,14389065.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 007655,CRM,2023,1,cic,6189516-007655,0.0,100818.0,89.0,17106881.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 007786,CRM,2023,1,cic,6189516-007786,0.0,101664.0,101.0,6661983.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008042,CRM,2023,2,cic,6189516-008042,0.0,101177.0,161.0,7327764.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008063,CRM,2023,2,cic,6189516-008063,0.0,101375.0,115.0,8512551.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008172,CRM,2023,2,cic,6189516-008172,0.0,101508.0,162.0,3875772.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008263,CRM,2023,2,cic,6189516-008263,0.0,23710.0,9061.0,11777008.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008325,CRM,2023,3,cic,6189516-008325,0.0,101109.0,112.0,10743613.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008396,CRM,2023,3,cic,6189516-008396,0.0,30614.0,0.0,5680293.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008424,CRM,2023,3,cic,6189516-008424,0.0,100991.0,163.0,10802985.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008516,CRM,2023,3,cic,6189516-008516,0.0,101245.0,80.0,7344591.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008535,CRM,2023,3,cic,6189516-008535,0.0,30658.0,0.0,3157320.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008563,CRM,2023,3,cic,6189516-008563,0.0,33859.0,17.0,12068555.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008564,CRM,2023,3,cic,6189516-008564,0.0,33969.0,39.0,4026474.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008605,CRM,2023,3,cic,6189516-008605,0.0,101092.0,134.0,12291216.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008620,CRM,2023,3,cic,6189516-008620,0.0,30558.0,0.0,3102140.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008670,CRM,2023,3,cic,6189516-008670,0.0,100683.0,94.0,5617666.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008690,CRM,2023,4,cic,6189516-008690,0.0,101253.0,188.0,5744530.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 008713,CRM,2023,3,cic,6189516-008713,0.0,1068526.0,95223.0,109899514.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 009005,CRM,2023,4,cic,6189516-009005,0.0,51786.0,6259.0,11134862.0,1,,,,,,,,unmatched,,,,,,,,,False
cic,6189516 009038,CRM,2023,4,cic,6189516-009038,0.0,38114.0,4172.0,6120903.0,1,,,,,,,,unmatched,,,,,,,,,False
