brand_key,campaign_key,group_key,year,month,original_brand,original_campaign,impressions,reach,clicks,sales,performance_rows,family,original_registry_brand,original_registry_campaign,budget,cost,contribution,registry_rows,match_quality,probable_registry_campaign_key,candidate_count,ctr,reach_rate,roas,cpm,cpc,margin_rate,sample_is_valid
mabe,ylvayxjq2,CRM,2025,4,mabe,yLvaYxJQ2,0.0,54028.0,367.0,5320794.0,1,,,,,,,,unmatched,,,,,,,,,False
madeco,6189516 011779,CRM,2023,11,madeco,6189516-011779,0.0,101379.0,355.0,10549054.0,1,,,,,,,,unmatched,,,,,,,,,False
madeco,6189516 012185,CRM,2023,12,madeco,6189516-012185,0.0,101276.0,303.0,7637122.0,1,,,,,,,,unmatched,,,,,,,,,False
madeco,dfvo9f ra,CRM,2024,11,madeco,dfvO9f-RA,0.0,101349.0,418.0,15760590.0,1,,,,,,,,unmatched,,,,,,,,,False
madeco,xh7jn75fh,CRM,2023,12,madeco,XH7jn75FH,0.0,95586.0,301.0,7223423.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,,CRM,2025,5,mademsa,,0.0,221.0,0.0,5934630.0,5,,,,,,,,unmatched,,,,,,,,,False
mademsa,,CRM,2025,6,mademsa,,0.0,2198.0,0.0,38225203.0,30,,,,,,,,unmatched,,,,,,,,,False
mademsa,,CRM,2025,7,mademsa,,0.0,854.0,0.0,11085032.0,20,,,,,,,,unmatched,,,,,,,,,False
mademsa,1adpdsaru,CRM,2025,6,mademsa,1AdPdsARu,0.0,22256.0,307.0,20064395.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,2pa4aj6if,CRM,2024,6,mademsa,2pa4AJ6if,0.0,54086.0,2555.0,15883406.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,2xbd6rd 7,CRM,2024,7,mademsa,2xbD6rD-7,0.0,101253.0,218.0,20240178.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,3hutdwkwm,CRM,2025,11,mademsa,3HutdwKwM,0.0,53.0,1.0,6210745.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,4i30fhsf1,CRM,2025,9,mademsa,4i30FHsF1,0.0,25.0,0.0,4691951.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,4ixvpznjd,CRM,2025,6,mademsa,4IxVpZNJd,0.0,75.0,1.0,10201312.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,4ofehhs1q,CRM,2024,8,mademsa,4oFEHHs1Q,0.0,100042.0,323.0,18820671.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,4x3yai3av,CRM,2025,9,mademsa,4x3YAI3AV,0.0,183.0,2.0,27734552.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,5hbwhifhx,CRM,2025,9,mademsa,5hbwhifhX,0.0,64.0,7.0,11519710.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 007684,CRM,2023,1,mademsa,6189516-007684,0.0,101195.0,157.0,6405710.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 007809,CRM,2023,1,mademsa,6189516-007809,0.0,100696.0,166.0,6113695.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 008276,CRM,2023,2,mademsa,6189516-008276,0.0,101465.0,268.0,5909710.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 008460,CRM,2023,3,mademsa,6189516-008460,0.0,51225.0,85.0,4520060.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 008461,CRM,2023,3,mademsa,6189516-008461,0.0,51279.0,64.0,1689920.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 008700,CRM,2023,3,mademsa,6189516-008700,0.0,100882.0,217.0,6380350.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 009099,CRM,2023,4,mademsa,6189516-009099,0.0,52551.0,64.0,11603862.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 009100,CRM,2023,4,mademsa,6189516-009100,0.0,50359.0,79.0,7790156.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 009392,CRM,2023,5,mademsa,6189516-009392,0.0,105299.0,292.0,23883045.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 009506,CRM,2023,5,mademsa,6189516-009506,0.0,101222.0,131.0,8074113.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 010596,CRM,2023,8,mademsa,6189516-010596,0.0,101172.0,91.0,11916218.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 010722,CRM,2023,8,mademsa,6189516-010722,0.0,10790.0,0.0,0.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 010752,CRM,2023,8,mademsa,6189516-010752,0.0,101934.0,157.0,10885341.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 011137,CRM,2023,10,mademsa,6189516-011137,0.0,105140.0,526.0,21694958.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 011243,CRM,2023,10,mademsa,6189516-011243,0.0,85714.0,316.0,11378291.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 011303,CRM,2023,10,mademsa,6189516-011303,0.0,51344.0,3892.0,8182570.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 011605,CRM,2023,10,mademsa,6189516-011605,0.0,54017.0,4250.0,9680624.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 011740,CRM,2023,11,mademsa,6189516-011740,0.0,101027.0,259.0,5792958.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 011943,CRM,2023,11,mademsa,6189516-011943,0.0,101298.0,336.0,14633713.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,6189516 011971,CRM,2023,11,mademsa,6189516-011971,0.0,986783.0,58091.0,106639938.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,8scgpiyf0,CRM,2024,6,mademsa,8ScgpIYF0,0.0,50632.0,2071.0,11638830.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,8srvtevbl,CRM,2024,6,mademsa,8SRvtevBL,0.0,173.0,173.0,28896123.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,8vb4ewtf4,CRM,2024,8,mademsa,8Vb4Ewtf4,0.0,38.0,2.0,14450834.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,9miosrsy3,CRM,2025,2,mademsa,9MIOsrsY3,0.0,156.0,0.0,31364960.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,9x3c5rlwp,CRM,2025,5,mademsa,9x3c5RlwP,0.0,62.0,0.0,12122681.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,aon electrolux 2025,CRM,2025,12,mademsa,AON Electrolux 2025,0.0,262.0,5.0,36639431.0,3,,,,,,,,unmatched,,,,,,,,,False
mademsa,aon febrero electrolux byc 2026,Sponsored Products,2026,2,MADEMSA,aon_febrero_electrolux_byc_2026,31686.0,0.0,1110.0,7168560.0,1,ELECTROHOGAR,MADEMSA,AON FEBRERO MADEMSA LB2026,700000.0,576800.0,123200.0,1.0,probable,aon febrero mademsa lb2026,1.0,3.5031244082560122,0.0,10.2408,22091.77554756044,630.6306306306307,0.176,True
mademsa,aon febrero electrolux lb 2026,Sponsored Products,2026,2,MADEMSA,aon_febrero_electrolux_lb_2026,0.0,0.0,0.0,1453940.0,1,ELECTROHOGAR,MADEMSA,AON FEBRERO MADEMSA LB2026,700000.0,576800.0,123200.0,1.0,probable,aon febrero mademsa lb2026,1.0,,,2.077057142857143,,,0.176,True
mademsa,aon febrero mademsa lb 2026,Sponsored Products,2026,2,MADEMSA,aon_febrero_mademsa_lb_2026,77049.0,0.0,2768.0,13408180.0,1,ELECTROHOGAR,MADEMSA,AON FEBRERO MADEMSA LB2026,700000.0,576800.0,123200.0,1.0,probable,aon febrero mademsa lb2026,1.0,3.592519046321172,0.0,19.154542857142857,9085.127646043427,252.89017341040463,0.176,True
mademsa,aon marzo electrolux lb 2026,Sponsored Products,2026,3,MADEMSA,aon_marzo_electrolux_lb_2026,0.0,0.0,0.0,5749760.0,1,ELECTROHOGAR,MADEMSA,AON MARZO MADEMSA LB 2026,700000.0,576800.0,123200.0,1.0,probable,aon marzo mademsa lb 2026,1.0,,,8.213942857142857,,,0.176,True
mademsa,aon marzo mademsaelectrolux sda 2026,Sponsored Products,2026,3,MADEMSA,aon_marzo_mademsaelectrolux_sda_2026,46339.0,0.0,1401.0,11344230.0,1,ELECTROHOGAR,MADEMSA,AON MARZO MADEMSA LB 2026,700000.0,576800.0,123200.0,1.0,probable,aon marzo mademsa lb 2026,1.0,3.0233712423660415,0.0,16.206042857142858,15106.066164569802,499.6431120628123,0.176,True
mademsa,bdttizhlx,CRM,2024,7,mademsa,bdTtIzhLx,0.0,1123887.0,29345.0,131349207.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,bftwht1sg,CRM,2025,8,mademsa,BFtwhT1sG,0.0,36.0,0.0,4574004.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,bkhgvr0wj,CRM,2024,6,mademsa,BkhgVr0Wj,0.0,100.0,4.0,14930661.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,black friday,Retail Display,2025,11,mademsa,black_friday,232273.0,0.0,662.0,0.0,3,ELECTROHOGAR,MADEMSA,Black Noviembre 2025,500000.0,400000.0,100000.0,1.0,probable,black noviembre 2025,1.0,0.2850094500867514,0.0,0.0,2152.6393511083943,755.2870090634441,0.2,True
mademsa,black friday,Retail Display,2025,12,mademsa,black_friday,18563.0,0.0,35.0,0.0,1,,,,,,,,unmatched,,,0.18854710984215914,0.0,,,,,False
mademsa,black marzo electrolux 2026,CRM,2026,3,mademsa,Black Marzo Electrolux 2026,0.0,159.0,6.0,27248023.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,black marzo electrolux 2026,CRM,2026,4,mademsa,Black Marzo Electrolux 2026,0.0,374.0,1.0,61883627.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,black week,Sponsored Products,2026,3,MADEMSA,black_week,115398.0,0.0,4590.0,30256970.0,1,ELECTROHOGAR,MADEMSA,AON MARZO MADEMSA LB 2026,700000.0,576800.0,123200.0,1.0,probable,aon marzo mademsa lb 2026,1.0,3.97753860552176,0.0,43.224242857142855,6065.963014956932,152.5054466230937,0.176,True
mademsa,bw96z5e a,CRM,2025,7,mademsa,bW96z5e-a,0.0,55.0,0.0,8174238.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,c8qusepzl,CRM,2024,3,mademsa,C8qUSEPzl,0.0,45902.0,3318.0,15227420.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,clfm7hwvq,CRM,2024,8,mademsa,cLfm7hwvq,0.0,145.0,3.0,25545716.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,cnl42s71w,CRM,2024,6,mademsa,Cnl42s71W,0.0,1123676.0,28340.0,115528671.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,cqstpwe7a,CRM,2024,7,mademsa,CqstPwE7a,0.0,100431.0,308.0,12190288.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,cr5m59fec,CRM,2024,8,mademsa,Cr5m59FEc,0.0,54045.0,2112.0,7466085.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,d7isfyfpv,CRM,2024,4,mademsa,d7IsFyFPV,0.0,45.0,0.0,8651769.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,debc0vaag,CRM,2025,4,mademsa,debC0VAaG,0.0,100.0,0.0,19122975.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,dp9xkmlot,CRM,2024,2,mademsa,dp9xkMlot,0.0,1126489.0,44553.0,121669684.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,dpzprtzsd,CRM,2024,6,mademsa,DpzpRtZsd,0.0,30285.0,1794.0,6923490.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,dukqrezxm,CRM,2025,11,mademsa,DUKQreZXm,0.0,61.0,3.0,9317540.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,fensa mademsa,Google,2024,8,mademsa,fensa_mademsa,93307.0,0.0,2191.0,2307880.0,5,,,,,,,,unmatched,,,2.348162517281662,0.0,,,,,False
mademsa,fensa mademsa,Google,2024,9,mademsa,fensa_mademsa,120114.0,0.0,1122.0,4479290.0,7,,,,,,,,unmatched,,,0.9341125930366153,0.0,,,,,False
mademsa,fensa mademsa,Google,2024,10,mademsa,fensa_mademsa,271175.0,0.0,3739.0,9564600.0,16,,,,,,,,unmatched,,,1.3788144187332902,0.0,,,,,False
mademsa,fensa mademsa,Google,2024,11,mademsa,fensa_mademsa,148925.0,0.0,2317.0,6498240.0,7,,,,,,,,unmatched,,,1.5558166862514688,0.0,,,,,False
mademsa,fensa mademsa,Google,2024,12,mademsa,fensa_mademsa,325711.0,0.0,5648.0,15321452.0,22,,,,,,,,unmatched,,,1.7340525803549773,0.0,,,,,False
mademsa,fensa mademsa,Google,2025,1,mademsa,fensa_mademsa,255002.0,0.0,5044.0,11370190.0,16,,,,,,,,unmatched,,,1.978023701774888,0.0,,,,,False
mademsa,fensa mademsa,Google,2025,2,mademsa,fensa_mademsa,323411.0,0.0,5637.0,15603640.0,21,,,,,,,,unmatched,,,1.7429833864649007,0.0,,,,,False
mademsa,fensa mademsa,Google,2025,3,mademsa,fensa_mademsa,174282.0,0.0,2509.0,3343178.0,10,,,,,,,,unmatched,,,1.4396208443786507,0.0,,,,,False
mademsa,fensa mademsa,Google,2025,4,mademsa,fensa_mademsa,364663.0,0.0,5924.0,14279680.0,16,,,,,,,,unmatched,,,1.624513592001382,0.0,,,,,False
mademsa,fensa mademsa,Google,2025,5,mademsa,fensa_mademsa,191371.0,0.0,2491.0,6037090.0,12,,,,,,,,unmatched,,,1.3016601261424146,0.0,,,,,False
mademsa,fensa mademsa,Google,2025,6,mademsa,fensa_mademsa,578569.0,0.0,10355.0,10170390.0,23,,,,,,,,unmatched,,,1.7897605989951069,0.0,,,,,False
mademsa,fensa mademsa,Google,2025,7,mademsa,fensa_mademsa,216316.0,0.0,3368.0,3609610.0,10,,,,,,,,unmatched,,,1.556981453059413,0.0,,,,,False
mademsa,fensa mademsa,Google,2025,8,mademsa,fensa_mademsa,58944.0,0.0,942.0,1098910.0,5,,,,,,,,unmatched,,,1.598127035830619,0.0,,,,,False
mademsa,fensa mademsa,Google,2025,10,mademsa,fensa_mademsa,251738.0,0.0,4206.0,11580096.0,13,,,,,,,,unmatched,,,1.6707847047326985,0.0,,,,,False
mademsa,fensa mademsa,Google,2025,11,mademsa,fensa_mademsa,216159.0,0.0,4510.0,8724817.0,4,,,,,,,,unmatched,,,2.0864271207768357,0.0,,,,,False
mademsa,fifuv5w7w,CRM,2025,1,mademsa,fIFUv5W7W,0.0,150.0,1.0,21326175.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,fsfrhp754,CRM,2025,10,mademsa,FsFrHP754,0.0,22219.0,129.0,4591286.0,1,ELECTROHOGAR,MADEMSA,Cyber Octubre 2025,700000.0,27119.0,672881.0,1.0,probable,cyber octubre 2025,1.0,,,6.55898,,5426.356589147287,0.9612585714285714,True
mademsa,ft0yismeb,CRM,2025,3,mademsa,Ft0YisMEB,0.0,54103.0,446.0,9664723.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,hf qiqjcz,CRM,2025,3,mademsa,hf-qiQJcZ,0.0,74.0,0.0,15573081.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,hhamcr3di,CRM,2025,3,mademsa,HHAmcr3DI,0.0,122.0,4.0,28811944.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,hjukmxsbj,CRM,2024,2,mademsa,HJukmXsbJ,0.0,101415.0,594.0,26310347.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,hr17coqth,CRM,2025,6,mademsa,HR17COQTH,0.0,101196.0,331.0,22515658.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,i1q4kwhth,CRM,2024,5,mademsa,i1q4kwhth,0.0,102157.0,243.0,33759145.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,i9ccbzdax,CRM,2024,4,mademsa,i9ccBzDAX,0.0,53309.0,2711.0,11219481.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,iahkol v1,CRM,2025,8,mademsa,IAHkol-V1,0.0,266.0,2.0,47258567.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,invierno,Retail Display,2026,4,mademsa,invierno,2424.0,0.0,0.0,0.0,1,,,,,,,,unmatched,,,0.0,0.0,,,,,False
mademsa,invierno,Retail Display,2026,5,mademsa,invierno,130504.0,0.0,77.0,0.0,26,ELECTROHOGAR,MADEMSA,TACTICO MADEMSA CALEFACCION 2026,5100000.0,320000.0,4780000.0,4.0,probable,tactico mademsa calefaccion 2026,1.0,0.059002022926500336,0.0,0.0,39079.261938331394,66233.76623376623,0.9372549019607843,True
mademsa,jqwo3vmgj,CRM,2024,7,mademsa,jqWO3VmGj,0.0,101363.0,545.0,12558718.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,mekulfoky,CRM,2024,8,mademsa,MEKUlfOKY,0.0,90.0,0.0,16220708.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,muaytvyps,CRM,2025,7,mademsa,mUayTvYPS,0.0,54072.0,233.0,5416094.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,n6c1biqt4,CRM,2025,6,mademsa,N6c1BIqt4,0.0,106052.0,163.0,26584732.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,nrnbgol 4,CRM,2024,2,mademsa,NrNbgOL-4,0.0,101547.0,407.0,30557542.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,oo110b0vz,CRM,2024,11,mademsa,Oo110B0vZ,0.0,550.0,22.0,94634571.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,ovdjjaiuy,CRM,2024,11,mademsa,oVdJJAiUy,0.0,70.0,2.0,12943158.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,pja0xzn9s,CRM,2024,8,mademsa,PJA0xZN9s,0.0,74.0,0.0,13300550.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,psfdtvvha,CRM,2025,10,mademsa,PsfdTVvHA,0.0,140.0,140.0,22847836.0,1,ELECTROHOGAR,MADEMSA,Cyber Octubre 2025,700000.0,27119.0,672881.0,1.0,probable,cyber octubre 2025,1.0,,,32.639765714285716,,5000.0,0.9612585714285714,True
mademsa,ptyysfjr,CRM,2024,6,mademsa,-ptyysfjR,0.0,101924.0,225.0,17682266.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,q16zpnm5o,CRM,2025,5,mademsa,Q16ZpNm5O,0.0,172.0,0.0,27828707.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,qj6wsta3r,CRM,2024,7,mademsa,Qj6wSta3r,0.0,1092851.0,28800.0,121627051.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,rcwpiqxvz,CRM,2025,8,mademsa,rCWPiqxVz,0.0,61.0,13.0,8513851.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,rftkt04xa,CRM,2025,7,mademsa,RFTkt04XA,0.0,132.0,3.0,21113650.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,rm2gdjejv,CRM,2024,7,mademsa,RM2GDJejV,0.0,100920.0,228.0,23054006.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,rorajmo0g,CRM,2024,12,mademsa,rOrAjmo0g,0.0,175.0,3.0,30512350.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,s2mqitcdr,CRM,2024,7,mademsa,S2MqitcDR,0.0,49790.0,2435.0,14502709.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,s7umbal82,CRM,2024,9,mademsa,S7umBAl82,0.0,101207.0,330.0,6256352.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,sdaax9fwd,CRM,2024,12,mademsa,SdaAX9Fwd,0.0,29.0,29.0,4749690.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,tbxfugy f,CRM,2025,6,mademsa,TbXfuGY-F,0.0,94.0,1.0,14712665.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,tp9lblsnk,CRM,2025,10,mademsa,TP9LblSNK,0.0,106187.0,230.0,9811769.0,1,ELECTROHOGAR,MADEMSA,Cyber Octubre 2025,700000.0,27119.0,672881.0,1.0,probable,cyber octubre 2025,1.0,,,14.016812857142858,,3043.478260869565,0.9612585714285714,True
mademsa,twiuy z59,CRM,2025,9,mademsa,twIUY-z59,0.0,21.0,0.0,2855340.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,v0vwvc9wz,CRM,2024,8,mademsa,V0Vwvc9WZ,0.0,390.0,21.0,66630237.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,vjpdptjdn,CRM,2024,6,mademsa,VJPdPTjDN,0.0,210.0,1.0,33408956.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,vjyzzmbyj,CRM,2024,8,mademsa,vJyZZmBYJ,0.0,160.0,1.0,30615879.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,x,CRM,2024,10,mademsa,X,0.0,213216.0,340.0,116141209.0,3,,,,,,,,unmatched,,,,,,,,,False
mademsa,xbu873g2a,CRM,2025,7,mademsa,Xbu873G2a,0.0,101251.0,405.0,14170107.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,xgegrdatx,CRM,2024,12,mademsa,XgegrDatx,0.0,106.0,8.0,20002277.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,xgi4hh8qj,CRM,2025,6,mademsa,xgI4hh8qJ,0.0,314.0,314.0,53536802.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,xiabn8r7q,CRM,2025,8,mademsa,xIabN8r7q,0.0,33.0,0.0,5856731.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,xw5isueim,CRM,2024,8,mademsa,xw5IsueIM,0.0,59.0,2.0,22686234.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,y2p4d3imn,CRM,2024,10,mademsa,y2P4D3IMn,0.0,64.0,0.0,8887710.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,yl6watac,CRM,2024,4,mademsa,yL6waTAc-,0.0,123.0,2.0,25107945.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,yxwxfhmnf,CRM,2024,6,mademsa,YxWXFhmnf,0.0,821088.0,24866.0,173013776.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,zflgosr u,CRM,2025,6,mademsa,zFLGOSr-u,0.0,248.0,6.0,35903598.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,zmjlxjzbx,CRM,2025,11,mademsa,ZmJLxjzbX,0.0,156.0,5.0,23524899.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,zngxqcvmv,CRM,2025,4,mademsa,zngXqcvmv,0.0,54033.0,353.0,12705604.0,1,,,,,,,,unmatched,,,,,,,,,False
mademsa,zs6stdx3e,CRM,2025,10,mademsa,Zs6Stdx3E,0.0,87.0,0.0,11008880.0,1,ELECTROHOGAR,MADEMSA,Cyber Octubre 2025,700000.0,27119.0,672881.0,1.0,probable,cyber octubre 2025,1.0,,,15.726971428571428,,,0.9612585714285714,True
mademsa,ztthezawj,CRM,2024,5,mademsa,ZTThEZAwJ,0.0,54074.0,2398.0,16734981.0,1,,,,,,,,unmatched,,,,,,,,,False
magic home,navidad,Retail Display,2024,12,magic_home,navidad,141577.0,0.0,425.0,0.0,27,,,,,,,,unmatched,,,0.3001900026134189,0.0,,,,,False
maigas,aon maigas,Retail Display,2026,5,maigas,aon_maigas,52568.0,0.0,59.0,0.0,13,ELECTROHOGAR,MAIGAS,AON MAYO MAIGAS 2026,200000.0,160000.0,40000.0,1.0,probable,aon mayo maigas 2026,1.0,0.11223558058134225,0.0,0.0,3804.5959519099074,3389.830508474576,0.2,True
maigas,electroweek abril maigas,CRM,2026,4,maigas,ELECTROWEEK ABRIL MAIGAS,0.0,329366.0,0.0,5767251.0,1,,,,,,,,unmatched,,,,,,,,,False
makita,,CRM,2025,5,makita,,0.0,7097.0,0.0,3991707.0,9,HERRAMIENTAS Y MAQUINARIAS,MAKITA,Campaña PPI,900000.0,0.0,900000.0,1.0,probable,campana ppi,1.0,,,4.43523,,,1.0,True
makita,,CRM,2025,6,makita,,0.0,63893.0,0.0,18732049.0,25,HERRAMIENTAS Y MAQUINARIAS,MAKITA,Campaña PPI,900000.0,0.0,900000.0,1.0,probable,campana ppi,1.0,,,20.813387777777777,,,1.0,True
makita,,CRM,2025,7,makita,,0.0,40876.0,0.0,8358843.0,29,,,,,,,,unmatched,,,,,,,,,False
makita,19uvfanwq,CRM,2024,6,makita,19uVfaNWq,0.0,106139.0,321.0,2044725.0,1,,,,,,,,unmatched,,,,,,,,,False
makita,6189516 010482,CRM,2023,8,makita,6189516-010482,0.0,101115.0,192.0,4182196.0,1,,,,,,,,unmatched,,,,,,,,,False
makita,6189516 010639,CRM,2023,8,makita,6189516-010639,0.0,101258.0,199.0,5332219.0,1,,,,,,,,unmatched,,,,,,,,,False
makita,6189516 011817,CRM,2023,11,makita,6189516-011817,0.0,102126.0,297.0,2326164.0,1,,,,,,,,unmatched,,,,,,,,,False
makita,azsxislsr,CRM,2024,12,makita,AzSxIslsR,0.0,102234.0,501.0,3971541.0,1,,,,,,,,unmatched,,,,,,,,,False
makita,black friday,Retail Display,2025,11,makita,black_friday,108421.0,0.0,790.0,0.0,3,HERRAMIENTAS Y MAQUINARIAS,MAKITA,Black Noviembre 2025,400000.0,320000.0,80000.0,1.0,probable,black noviembre 2025,1.0,0.7286411304083158,0.0,0.0,3689.322179282611,506.32911392405066,0.2,True
makita,black friday,Retail Display,2025,12,makita,black_friday,36555.0,0.0,226.0,0.0,1,,,,,,,,unmatched,,,0.6182464779099986,0.0,,,,,False
makita,camping,Retail Display,2024,12,makita,camping,256063.0,0.0,1021.0,0.0,15,,,,,,,,unmatched,,,0.3987300000390529,0.0,,,,,False
makita,camping cyber day,Retail Display,2024,6,makita,camping_cyber_day,304185.0,0.0,1732.0,0.0,3,,,,,,,,unmatched,,,0.5693903381166067,0.0,,,,,False
makita,cd94iglwb,CRM,2024,12,makita,Cd94Iglwb,0.0,102145.0,828.0,2247812.0,1,,,,,,,,unmatched,,,,,,,,,False
makita,fk3adevdo,CRM,2024,10,makita,Fk3adeVDo,0.0,49456.0,551.0,6422925.0,1,,,,,,,,unmatched,,,,,,,,,False
makita,herramientas,Retail Display,2024,10,makita,herramientas,311097.0,0.0,1343.0,0.0,17,,,,,,,,unmatched,,,0.43169815202332396,0.0,,,,,False
makita,herramientas cyber day,Retail Display,2024,6,makita,herramientas_cyber_day,200723.0,0.0,2055.0,0.0,3,,,,,,,,unmatched,,,1.023798966735252,0.0,,,,,False
makita,jardin,Retail Display,2024,11,makita,jardin,116271.0,0.0,252.0,0.0,5,,,,,,,,unmatched,,,0.216735041411874,0.0,,,,,False
makita,jardin,Retail Display,2024,12,makita,jardin,165097.0,0.0,390.0,0.0,26,,,,,,,,unmatched,,,0.2362247648352181,0.0,,,,,False
makita,mq89sgaeq,CRM,2024,12,makita,mq89sgaeQ,0.0,102034.0,606.0,1789735.0,1,,,,,,,,unmatched,,,,,,,,,False
makita,oqg9rqveh,CRM,2025,1,makita,Oqg9RQVEh,0.0,101434.0,952.0,2908590.0,1,,,,,,,,unmatched,,,,,,,,,False
